journal,type,items,blogs,facebook,news,policies,twitter,wikipedia
COLD WAR HISTORY,closed,170,2,16,5,0,102,5
NURSING CLINICS OF NORTH AMERICA,closed,315,1,10,3,4,102,2
FORUM MATHEMATICUM,closed,262,0,0,0,0,4,0
AMERICAN ANTIQUITY,closed,244,5,15,8,0,33,4
PEDIATRIC ALLERGY AND IMMUNOLOGY,closed,535,26,354,32,33,506,5
SOFT COMPUTING,closed,2021,1,6,3,0,56,4
AIDS PATIENT CARE AND STDS,closed,190,2,12,8,2,145,1
BIOCHIMICA ET BIOPHYSICA ACTA-BIOENERGETICS,closed,221,0,8,2,0,78,1
SOUTH AFRICAN JOURNAL OF PHILOSOPHY,closed,254,0,4,2,0,43,1
ECONOMIC SYSTEMS RESEARCH,closed,156,1,21,1,14,37,0
CHEMISTRY AND TECHNOLOGY OF FUELS AND OILS,closed,635,0,1,0,1,3,2
CONTEMPORARY WOMENS WRITING,closed,122,0,2,0,0,24,3
JOURNAL OF POSITIVE PSYCHOLOGY,closed,305,55,54,70,5,187,5
JOURNAL OF RECONSTRUCTIVE MICROSURGERY,closed,614,2,132,6,0,105,2
PALAEONTOLOGY,closed,233,30,66,20,0,198,113
WILDLIFE SOCIETY BULLETIN,closed,589,37,154,28,6,338,3
JOURNAL OF MUSIC THEORY,closed,45,0,0,0,0,5,1
JOURNAL OF OBSESSIVE-COMPULSIVE AND RELATED DISORDERS,closed,324,44,158,15,0,260,10
REVISTA INTERNACIONAL DE CONTAMINACION AMBIENTAL,closed,7,0,0,0,0,0,0
ONCOLOGY RESEARCH,closed,562,0,5,0,0,142,3
JOURNAL OF GENETICS,closed,729,0,3,2,0,22,8
POLITIKON,closed,148,2,7,6,0,67,2
BRITISH JOURNAL OF SURGERY,closed,1139,28,184,58,68,926,16
JOURNAL OF ALTERNATIVE AND COMPLEMENTARY MEDICINE,closed,636,80,385,101,10,528,16
CROP SCIENCE,closed,1652,32,38,42,3,540,5
YAKUGAKU ZASSHI-JOURNAL OF THE PHARMACEUTICAL SOCIETY OF JAPAN,closed,13,0,0,0,0,4,0
GLASS PHYSICS AND CHEMISTRY,closed,679,0,1,0,0,2,0
JOURNAL OF WILDLIFE DISEASES,closed,814,25,81,36,11,373,22
CLINICAL SCIENCE,closed,791,20,171,27,9,440,9
BIOTECHNIC & HISTOCHEMISTRY,closed,444,1,14,2,2,65,6
CURRENT OPINION IN VIROLOGY,closed,382,13,24,7,8,220,14
CLCWEB-COMPARATIVE LITERATURE AND CULTURE,closed,10,0,0,0,0,0,0
PHILOSOPHY COMPASS,closed,69,1,3,0,0,35,0
JOURNAL OF CONTINUING EDUCATION IN NURSING,closed,468,0,36,5,3,197,2
RADIATION RESEARCH,closed,640,5,18,10,3,227,5
PHARMACEUTICAL BIOLOGY,closed,770,9,52,20,1,211,7
ARION-A JOURNAL OF HUMANITIES AND THE CLASSICS,closed,4,0,0,0,0,0,0
JOURNAL OF PARKINSONS DISEASE,closed,141,9,29,46,0,85,1
SUSTAINABILITY ACCOUNTING MANAGEMENT AND POLICY JOURNAL,closed,44,0,1,2,0,22,0
MUSIC ANALYSIS,closed,67,0,2,0,0,14,0
JOURNAL OF LATIN AMERICAN CULTURAL STUDIES,closed,165,1,8,1,0,43,1
INTERVIROLOGY,closed,90,0,3,1,0,33,0
SEMINARS IN THROMBOSIS AND HEMOSTASIS,closed,561,8,20,6,4,112,9
JOURNAL OF KNOT THEORY AND ITS RAMIFICATIONS,closed,401,0,1,1,0,3,0
OPTICS LETTERS,closed,8273,37,96,119,0,402,30
ACTA POLONIAE HISTORICA,closed,3,0,0,0,0,0,0
COORDINATION CHEMISTRY REVIEWS,closed,1109,9,31,14,1,814,28
NANOETHICS,closed,109,1,7,1,1,57,0
BIOMEDICAL PAPERS-OLOMOUC,closed,36,0,0,0,0,5,0
GENES AND IMMUNITY,closed,131,1,13,57,1,94,1
JOURNAL OF ETHNOBIOLOGY,closed,140,7,9,2,1,53,7
ORGANIC PREPARATIONS AND PROCEDURES INTERNATIONAL,closed,247,1,1,0,0,1,0
JOURNAL OF MATHEMATICAL PSYCHOLOGY,closed,188,3,2,0,0,67,3
JOURNAL OF CHEMICAL ECOLOGY,closed,713,26,43,15,2,340,21
PHYSICS OF METALS AND METALLOGRAPHY,closed,1075,0,0,2,0,0,0
JOURNAL OF SHIA ISLAMIC STUDIES,closed,76,0,4,0,0,4,1
INTERNATIONAL JOURNAL OF DAIRY TECHNOLOGY,closed,543,4,4,16,1,40,1
GEOPOLITICS,closed,252,10,59,8,3,137,3
SCIENCE OF THE TOTAL ENVIRONMENT,closed,12340,407,547,482,283,3740,89
IEICE TRANSACTIONS ON COMMUNICATIONS,closed,1954,0,0,1,0,3,0
THERAPEUTIC DRUG MONITORING,closed,568,3,157,6,2,519,5
NEGOTIATION JOURNAL,closed,179,33,3,3,1,44,1
CURRENT OPINION IN ANESTHESIOLOGY,closed,676,18,72,4,5,648,5
COMMONWEALTH & COMPARATIVE POLITICS,closed,88,6,5,2,3,19,3
CANADIAN SLAVONIC PAPERS,closed,47,0,0,0,0,3,0
PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,closed,154,11,14,15,0,130,8
SYNTHESIS PHILOSOPHICA,closed,2,0,0,0,0,0,0
DECISION ANALYSIS,closed,98,3,17,6,0,31,2
FULLERENES NANOTUBES AND CARBON NANOSTRUCTURES,closed,728,2,2,0,0,9,0
ECONOMICS LETTERS,closed,2217,55,36,33,40,293,11
PEDIATRIC NEUROLOGY,closed,1057,24,249,24,14,682,13
ICELANDIC AGRICULTURAL SCIENCES,closed,1,0,0,0,0,0,0
CHIRURGIA,closed,1,0,0,0,0,0,0
CANADIAN JOURNAL OF OCCUPATIONAL THERAPY-REVUE CANADIENNE D ERGOTHERAPIE,closed,190,1,34,1,5,114,1
JOURNAL OF CLINICAL NEUROPHYSIOLOGY,closed,484,8,103,7,4,236,5
JOURNAL OF THE HISTORY OF ECONOMIC THOUGHT,closed,133,6,8,1,2,43,2
BIOACOUSTICS-THE INTERNATIONAL JOURNAL OF ANIMAL SOUND AND ITS RECORDING,closed,119,4,23,12,0,66,5
ADVANCED ROBOTICS,closed,683,2,10,4,0,59,0
CLINICAL REHABILITATION,closed,678,24,205,18,44,544,5
OCEAN & COASTAL MANAGEMENT,closed,1471,37,121,38,58,727,19
IEEE TRANSACTIONS ON INDUSTRY APPLICATIONS,closed,2923,2,1,2,8,20,3
INTERNATIONAL JOURNAL OF MENTAL HEALTH,closed,89,1,0,0,3,10,0
SEMINARS IN ORTHODONTICS,closed,190,0,7,0,0,25,1
GEOSPHERE,closed,49,8,5,29,0,12,1
LANGUAGE AWARENESS,closed,127,0,5,2,1,26,1
PSYCHOLOGY & MARKETING,closed,498,19,24,32,7,150,8
SHIPS AND OFFSHORE STRUCTURES,closed,449,0,4,0,0,12,0
INTERNATIONAL SOCIOLOGY,closed,191,8,70,3,2,120,7
JOURNAL OF BUSINESS FINANCE & ACCOUNTING,closed,217,3,4,1,0,55,0
CLINICAL PHYSIOLOGY AND FUNCTIONAL IMAGING,closed,533,6,73,33,2,224,2
BIOTECHNOLOGY AND BIOENGINEERING,closed,1585,25,156,103,2,594,21
PROGRESS IN PLANNING,closed,35,1,1,1,6,19,1
JOURNAL OF ADHESION,closed,376,0,3,0,0,2,0
MARKETING SCIENCE,closed,295,22,43,52,9,122,8
INTERNATIONAL JOURNAL OF BEHAVIORAL MEDICINE,closed,411,29,34,12,11,193,3
JOURNAL OF ENGINEERING MATERIALS AND TECHNOLOGY-TRANSACTIONS OF THE ASME,closed,331,1,0,1,0,38,0
MECHANISM AND MACHINE THEORY,closed,1246,0,2,2,0,33,4
BRITAIN AND THE WORLD,closed,69,0,5,0,0,16,5
MATERIA-RIO DE JANEIRO,closed,1,0,0,0,0,1,0
SPORTS HEALTH-A MULTIDISCIPLINARY APPROACH,closed,72,3,67,8,1,72,2
CURRENT HIV/AIDS REPORTS,closed,165,4,13,8,6,88,3
INTERNATIONAL JOURNAL OF LOGISTICS-RESEARCH AND APPLICATIONS,closed,180,1,3,0,3,30,0
MATERIALS SCIENCE-MEDZIAGOTYRA,closed,418,0,0,0,0,1,1
BRITISH DENTAL JOURNAL,closed,772,34,194,23,20,639,20
BRONTE STUDIES,closed,205,0,0,2,0,12,1
JOURNAL OF COMPUTATIONAL FINANCE,closed,49,0,0,0,0,0,1
SEMINARS IN PLASTIC SURGERY,closed,36,0,2,0,0,4,1
PERSPECTIVES ON BEHAVIOR SCIENCE,closed,27,0,2,0,0,8,0
ADDICTION BIOLOGY,closed,418,26,47,73,7,202,15
ONCOLOGIE,closed,437,0,6,0,1,7,0
INTERNATIONAL JOURNAL OF COMPUTER ASSISTED RADIOLOGY AND SURGERY,closed,774,2,11,6,2,116,1
AVIATION SPACE AND ENVIRONMENTAL MEDICINE,closed,376,6,6,12,8,54,9
SCIENCE CHINA-TECHNOLOGICAL SCIENCES,closed,1821,6,3,13,0,12,3
JOURNAL OF HEREDITY,closed,61,4,13,1,0,47,0
STUDIES IN THE LITERARY IMAGINATION,closed,38,0,1,0,0,3,2
INFORMATION-WISSENSCHAFT UND PRAXIS,closed,1,0,0,0,0,0,0
BIOMEDICAL AND ENVIRONMENTAL SCIENCES,closed,4,0,0,0,0,0,0
REGIONAL STUDIES IN MARINE SCIENCE,closed,378,8,23,8,1,79,5
JOURNAL OF THE ANATOMICAL SOCIETY OF INDIA,closed,241,0,0,0,0,3,0
JOURNAL OF THE KOREAN ASTRONOMICAL SOCIETY,closed,4,0,0,0,0,0,0
INFECTIOUS DISEASE CLINICS OF NORTH AMERICA,closed,308,16,24,13,18,132,21
CURRENT OPINION IN CLINICAL NUTRITION AND METABOLIC CARE,closed,479,36,128,39,13,447,12
SCULPTURE JOURNAL,closed,144,2,0,1,0,20,4
THORACIC SURGERY CLINICS,closed,344,3,6,4,1,73,7
JOURNAL OF NON-EQUILIBRIUM THERMODYNAMICS,closed,130,0,0,0,0,1,0
JOURNAL OF EUROPEAN PUBLIC POLICY,closed,430,28,25,13,28,228,3
CHURCH HISTORY,closed,174,1,4,3,0,36,4
AMERICAN JOURNAL OF MEDICAL QUALITY,closed,453,21,65,23,17,284,2
PLOUGHSHARES,closed,32,0,0,0,0,0,0
ENVIRONMENTAL CONSERVATION,closed,172,7,26,12,11,65,1
GLASS AND CERAMICS,closed,692,0,1,0,0,2,0
HAHR-HISPANIC AMERICAN HISTORICAL REVIEW,closed,98,3,25,1,0,50,3
ECOLOGY OF FOOD AND NUTRITION,closed,201,6,9,10,5,73,1
MATERIALS CHEMISTRY AND PHYSICS,closed,5455,2,24,5,0,83,4
KNOWLEDGE ORGANIZATION,closed,122,0,0,0,0,1,0
DATA & KNOWLEDGE ENGINEERING,closed,254,1,4,0,0,44,3
ARCHIVES OF ACOUSTICS,closed,6,0,0,0,0,0,0
PRIMARY CARE RESPIRATORY JOURNAL,closed,3,0,1,0,0,0,0
DISCUSSIONES MATHEMATICAE GRAPH THEORY,closed,50,0,0,0,0,0,0
ACTA NEUROLOGICA BELGICA,closed,425,14,41,17,3,156,2
ZEITSCHRIFT FUR ASSYRIOLOGIE UND VORDERASIATISCHE ARCHAOLOGIE,closed,71,1,1,2,0,0,0
MARINE GEODESY,closed,227,7,1,4,4,14,0
EUROPEAN JOURNAL OF PAIN,closed,763,40,136,34,9,424,7
INTERNATIONAL ORGANIZATION,closed,157,57,21,34,9,131,10
INTERNATIONAL JOURNAL OF GROUP PSYCHOTHERAPY,closed,185,0,14,1,1,23,0
COMPOSITES PART A-APPLIED SCIENCE AND MANUFACTURING,closed,1899,2,7,10,1,37,4
AUSTRALIAN JOURNAL OF INTERNATIONAL AFFAIRS,closed,251,9,27,15,22,186,9
ZEITSCHRIFT FUR GEOMORPHOLOGIE,closed,302,16,4,0,0,13,2
VICTORIAN LITERATURE AND CULTURE,closed,216,2,6,1,0,30,2
INTERNATIONAL JOURNAL OF PUBLIC HEALTH,closed,453,106,271,25,26,402,8
SOLID STATE IONICS,closed,2212,2,10,3,1,93,6
PHYCOLOGIA,closed,416,10,40,20,0,40,11
INTERNATIONAL JOURNAL OF BIOSTATISTICS,closed,13,0,0,0,0,3,0
ITINERARIO-INTERNATIONAL JOURNAL ON THE HISTORY OF EUROPEAN EXPANSION AND GLOBAL INTERACTION,closed,120,0,21,1,0,26,10
PSYCHOLOGICAL METHODS,closed,191,10,5,3,6,94,8
COMPUTER-AIDED DESIGN,closed,583,1,7,1,1,28,8
FLORA,closed,718,9,21,4,0,73,12
JOURNAL OF COUNSELING AND DEVELOPMENT,closed,325,5,27,11,6,83,11
NAUNYN-SCHMIEDEBERGS ARCHIVES OF PHARMACOLOGY,closed,694,8,22,6,1,123,7
JOURNAL OF RESIDUALS SCIENCE & TECHNOLOGY,closed,130,0,0,0,0,0,0
MYOPAIN-A JOURNAL OF MYOFASCIAL PAIN AND FIBROMYALAGIA,closed,20,0,1,0,0,5,0
JOURNAL OF KOREAN MEDICAL SCIENCE,closed,6,0,0,1,0,1,0
CANDOLLEA,closed,162,5,5,0,0,21,3
CHEMISTRY & INDUSTRY,closed,298,0,1,0,1,6,0
REVIEW OF CENTRAL AND EAST EUROPEAN LAW,closed,90,0,1,0,0,28,1
INTERNATIONAL STUDIES QUARTERLY,closed,352,66,143,43,12,299,15
PRATIQUES PSYCHOLOGIQUES,closed,164,3,3,2,0,12,0
NEUROTOXICOLOGY,closed,723,11,61,53,26,253,9
SCHWEIZER ARCHIV FUR TIERHEILKUNDE,closed,255,0,5,0,1,34,0
HISTOIRE SOCIALE-SOCIAL HISTORY,closed,90,3,25,1,0,40,0
SEMANTIC WEB,closed,65,1,0,0,0,11,0
PHYSICAL REVIEW FLUIDS,closed,434,13,5,11,0,216,0
SENSOR REVIEW,closed,337,0,1,0,0,6,1
CHEMISTRY OF NATURAL COMPOUNDS,closed,2420,1,7,1,0,6,10
CHINESE ANNALS OF MATHEMATICS SERIES B,closed,374,0,0,0,0,1,0
STARCH-STARKE,closed,879,3,9,2,0,27,3
DISEASES OF THE COLON & RECTUM,closed,1052,16,346,25,26,955,7
JOURNAL OF COMPUTATIONAL AND NONLINEAR DYNAMICS,closed,679,0,4,0,0,30,0
NETWORKS & SPATIAL ECONOMICS,closed,185,1,0,0,2,22,0
ADVANCES IN COMPUTERS,closed,143,0,2,1,0,13,0
JOURNAL OF EARLY ADOLESCENCE,closed,260,7,15,9,8,88,7
BIOCHIMIE,closed,1509,16,70,26,3,468,39
INTERNATIONAL STUDIES PERSPECTIVES,closed,184,10,30,6,4,130,3
BASIN RESEARCH,closed,258,3,17,0,0,55,5
Annual Review of Linguistics,closed,66,10,10,2,0,23,3
NATURE BIOMEDICAL ENGINEERING,closed,97,74,97,58,0,97,7
DANCE RESEARCH JOURNAL,closed,90,1,1,1,0,7,0
METAPHOR AND SYMBOL,closed,87,2,0,3,0,18,0
ANNALS OF TRANSLATIONAL MEDICINE,closed,230,0,5,12,0,51,1
DIABETOLOGIE UND STOFFWECHSEL,closed,196,0,1,3,1,1,0
JOURNAL OF BECKETT STUDIES,closed,83,0,1,0,0,19,0
PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART P-JOURNAL OF SPORTS ENGINEERING AND TECHNOLOGY,closed,179,3,32,7,0,52,1
REVIEW OF RESEARCH IN EDUCATION,closed,88,2,8,4,7,55,3
JOURNAL OF SOCIOLOGY,closed,276,12,22,20,35,224,4
DESIGNED MONOMERS AND POLYMERS,closed,162,0,2,0,0,3,0
JOURNAL OF ORGANOMETALLIC CHEMISTRY,closed,2978,15,28,9,0,1642,7
ASIAN SURVEY,closed,387,5,10,7,5,99,15
ANNALS OF STATISTICS,closed,78,0,0,0,0,20,1
NEPHRON,closed,261,3,32,2,2,169,1
MUSICAE SCIENTIAE,closed,159,12,8,12,0,54,7
CRITIQUE-STUDIES IN CONTEMPORARY FICTION,closed,266,1,6,1,0,44,8
STRUCTURAL EQUATION MODELING-A MULTIDISCIPLINARY JOURNAL,closed,286,1,2,0,0,77,4
POLICY AND INTERNET,closed,8,0,0,1,0,7,1
POPULATION HEALTH MANAGEMENT,closed,270,13,14,20,5,109,0
PHYSICS TODAY,closed,161,29,99,23,0,140,25
SPE JOURNAL,closed,721,0,1,0,3,2,2
FRONTIERS IN NEUROENDOCRINOLOGY,closed,119,9,17,10,2,76,4
COGNITIVE SYSTEMS RESEARCH,closed,286,1,4,4,1,85,7
BEHAVIORAL DISORDERS,closed,70,0,2,1,0,11,0
INORGANIC AND NANO-METAL CHEMISTRY,closed,352,1,1,0,0,5,0
SPECTROSCOPY LETTERS,closed,627,1,6,0,0,49,1
INTERNATIONAL POLITICAL SCIENCE REVIEW,closed,219,18,63,11,5,146,6
JOURNAL OF PSYCHIATRIC PRACTICE,closed,268,16,200,24,2,214,2
INTERNATIONAL JOURNAL OF APPLIED ELECTROMAGNETICS AND MECHANICS,closed,1386,0,0,2,0,2,0
IUBMB LIFE,closed,275,6,12,1,2,164,6
JOURNAL OF OIL PALM RESEARCH,closed,4,0,0,0,0,0,0
JOURNAL OF CIRCUITS SYSTEMS AND COMPUTERS,closed,1170,0,0,0,0,6,1
JOURNAL OF LABOR ECONOMICS,closed,87,16,10,15,16,61,2
CHEMICAL ENGINEERING AND PROCESSING-PROCESS INTENSIFICATION,closed,1261,1,8,1,0,40,1
CURRENT SPORTS MEDICINE REPORTS,closed,381,15,131,32,3,307,9
JOURNAL OF VIBRATION AND CONTROL,closed,1663,1,11,1,1,30,2
INTERNATIONAL JOURNAL OF EATING DISORDERS,closed,646,136,407,96,14,575,11
NUTRIENT CYCLING IN AGROECOSYSTEMS,closed,412,3,15,2,12,47,1
REVUE DE METAPHYSIQUE ET DE MORALE,closed,22,0,0,0,0,2,0
TURKISH HISTORICAL REVIEW,closed,57,0,1,0,0,8,1
SUICIDE AND LIFE-THREATENING BEHAVIOR,closed,343,84,37,38,20,219,9
PROTEIN JOURNAL,closed,391,3,6,3,0,86,3
ARTIFICIAL INTELLIGENCE,closed,210,3,4,3,0,67,4
ADVANCED ENGINEERING INFORMATICS,closed,412,1,8,0,1,31,2
STUDIES IN SECOND LANGUAGE ACQUISITION,closed,141,0,22,0,0,77,2
PSYCHIATRY PSYCHOLOGY AND LAW,closed,401,10,17,11,34,216,3
ADMINISTRATION AND POLICY IN MENTAL HEALTH AND MENTAL HEALTH SERVICES RESEARCH,closed,282,7,16,10,9,136,2
CREATIVITY RESEARCH JOURNAL,closed,303,22,24,30,0,109,4
CITIES,closed,890,21,54,29,40,299,16
EARLY HUMAN DEVELOPMENT,closed,974,32,86,21,37,380,8
INFORMATION SYSTEMS JOURNAL,closed,155,5,9,6,0,42,3
CHILD CARE HEALTH AND DEVELOPMENT,closed,560,18,156,24,44,369,6
CALCOLO,closed,197,0,2,0,1,5,0
JOURNAL OF STOMATOLOGY ORAL AND MAXILLOFACIAL SURGERY,closed,131,0,2,1,1,19,0
JOURNAL OF POLICY HISTORY,closed,175,8,3,12,1,68,10
SOUTHERN JOURNAL OF PHILOSOPHY,closed,237,6,15,0,0,49,1
ARCHIVES OF PHYSICAL MEDICINE AND REHABILITATION,closed,1745,53,1168,62,51,1456,16
BEHAVIOUR & INFORMATION TECHNOLOGY,closed,552,11,14,13,6,125,7
JOURNAL OF SIMULATION,closed,166,0,2,0,1,22,4
ACADEMIC PSYCHIATRY,closed,491,14,76,15,4,276,5
SUPPLY CHAIN MANAGEMENT-AN INTERNATIONAL JOURNAL,closed,223,12,6,0,5,32,3
COGNITIVE THERAPY AND RESEARCH,closed,418,20,36,10,2,244,6
IET RADAR SONAR AND NAVIGATION,closed,1032,0,0,0,0,17,1
ACTA HISTOCHEMICA,closed,793,8,13,5,4,175,5
LANGMUIR,closed,10675,87,250,135,1,2376,57
GRAPHS AND COMBINATORICS,closed,642,0,1,0,0,10,0
FOREST ECOLOGY AND MANAGEMENT,closed,3550,117,239,105,68,1325,27
THEATRE JOURNAL,closed,103,0,3,0,0,12,1
DM DISEASE-A-MONTH,closed,202,0,4,1,3,40,5
JOURNAL OF MODERN AFRICAN STUDIES,closed,119,16,9,4,3,64,3
TRANSPORTMETRICA,closed,20,0,0,0,1,0,0
FITOTERAPIA,closed,1633,18,56,20,2,352,22
GENOME,closed,362,13,145,2,0,142,3
MATERIALWISSENSCHAFT UND WERKSTOFFTECHNIK,closed,866,0,1,9,0,7,0
APPLIED ORGANOMETALLIC CHEMISTRY,closed,1635,1,5,1,0,39,2
STATISTICAL PAPERS,closed,396,1,4,0,1,7,0
ACTA ANAESTHESIOLOGICA SCANDINAVICA,closed,937,17,85,9,22,408,3
PACIFIC HISTORICAL REVIEW,closed,85,2,45,0,0,32,4
BULLETIN OF MATHEMATICAL BIOLOGY,closed,480,5,14,3,4,195,2
JOURNAL OF INDUSTRIAL AND ENGINEERING CHEMISTRY,closed,3427,2,18,4,0,27,6
NUCLEAR DATA SHEETS,closed,425,1,1,1,2,10,0
JOURNAL OF PAIN,closed,561,64,156,78,16,451,12
MOLECULAR BIOLOGY REPORTS,closed,3364,21,58,18,13,607,29
COMPOST SCIENCE & UTILIZATION,closed,144,1,5,1,0,10,0
JOURNAL OF CHURCH AND STATE,closed,152,4,7,0,0,33,1
STATISTICAL METHODS AND APPLICATIONS,closed,173,1,2,0,1,3,1
INTERNATIONAL JOURNAL OF INFORMATION MANAGEMENT,closed,520,5,11,11,3,137,6
GENDER AND EDUCATION,closed,311,10,14,11,10,126,8
HOMOLOGY HOMOTOPY AND APPLICATIONS,closed,11,0,0,0,0,0,0
CRITICAL REVIEWS IN PLANT SCIENCES,closed,114,5,13,3,2,29,2
JUSTICE QUARTERLY,closed,274,33,26,39,21,173,14
KOREA-AUSTRALIA RHEOLOGY JOURNAL,closed,224,0,0,0,0,4,0
ROBOTICS AND AUTONOMOUS SYSTEMS,closed,929,5,19,14,2,75,5
JOURNAL OF ESSENTIAL OIL BEARING PLANTS,closed,1108,0,7,0,0,29,4
BRITANNIA,closed,88,0,3,1,0,13,3
BIRTH DEFECTS RESEARCH,closed,207,11,33,42,6,106,2
ACTA ORNITHOLOGICA,closed,142,13,84,4,0,110,2
ACTA ENDOCRINOLOGICA-BUCHAREST,closed,495,0,0,0,0,10,0
FOLIA GEOBOTANICA,closed,180,3,8,0,0,111,3
MEDITERRANEAN JOURNAL OF MATHEMATICS,closed,933,0,1,1,0,10,0
JOURNAL OF NEUROIMAGING,closed,605,10,63,10,3,199,3
SCANDINAVIAN JOURNAL OF MEDICINE & SCIENCE IN SPORTS,closed,1086,65,429,89,6,997,15
JOURNAL OF MARKETING,closed,275,48,19,72,8,122,9
ELECTRONIC JOURNAL OF LINEAR ALGEBRA,closed,1,0,0,0,0,0,0
ALPHA-REVISTA DE ARTES LETRAS Y FILOSOFIA,closed,2,0,0,0,0,0,0
PSYCHOLOGY OF ADDICTIVE BEHAVIORS,closed,360,22,28,19,13,162,3
JOURNAL OF FINANCIAL INTERMEDIATION,closed,121,7,4,3,2,27,0
TRANSACTIONS OF THE INSTITUTE OF METAL FINISHING,closed,309,0,2,1,0,12,0
EVOLUTION,closed,861,89,165,68,0,770,41
PROCEEDINGS OF THE IEEE,closed,592,6,62,15,7,112,13
INTERNATIONAL REVIEW OF ECONOMICS & FINANCE,closed,817,1,12,0,5,48,3
IEEE TRANSACTIONS ON NETWORK AND SERVICE MANAGEMENT,closed,253,0,1,0,0,9,0
AMERICAN JOURNAL OF HEALTH ECONOMICS,closed,45,8,5,9,4,37,0
JOURNAL OF TRANSPORTATION ENGINEERING PART B-PAVEMENTS,closed,80,0,0,1,0,2,0
SPATIAL ECONOMIC ANALYSIS,closed,96,0,5,2,1,32,0
IEEE TRANSACTIONS ON BIOMEDICAL CIRCUITS AND SYSTEMS,closed,507,5,5,5,0,83,3
INFORMATION TECHNOLOGY AND CONTROL,closed,282,0,0,0,0,0,0
IRAN AND THE CAUCASUS,closed,155,0,3,1,0,16,7
JOURNAL OF ADDICTION MEDICINE,closed,313,19,202,29,6,309,4
CLASSICAL PHILOLOGY,closed,93,0,4,0,0,6,3
ABHANDLUNGEN AUS DEM MATHEMATISCHEN SEMINAR DER UNIVERSITAT HAMBURG,closed,54,0,1,0,0,2,0
JOURNAL OF HERBAL MEDICINE,closed,166,0,20,3,0,36,4
JOURNAL OF NATURAL GAS SCIENCE AND ENGINEERING,closed,2468,2,13,4,4,53,3
CURRENT MEDICAL IMAGING REVIEWS,closed,6,0,0,0,0,0,0
JOURNAL OF PROSTHODONTIC RESEARCH,closed,263,1,25,1,0,60,0
ANNALES BOTANICI FENNICI,closed,318,5,1,3,0,59,17
JOURNAL OF SUPERHARD MATERIALS,closed,312,0,0,0,0,1,0
CYTOSKELETON,closed,177,3,6,18,0,120,3
INTERNATIONAL JOURNAL OF NUMBER THEORY,closed,542,0,0,0,0,13,2
TRANSFUSION,closed,2028,69,162,41,45,689,13
INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY,closed,2023,78,73,34,41,838,24
IEEE TRANSACTIONS ON EMERGING TOPICS IN COMPUTING,closed,106,0,1,0,0,35,1
EUROPEAN JOURNAL OF COMBINATORICS,closed,311,0,1,0,0,7,3
BIOLOGICAL & PHARMACEUTICAL BULLETIN,closed,17,0,0,0,0,3,0
ANIMAL CONSERVATION,closed,298,44,114,44,8,286,17
ASSESSMENT & EVALUATION IN HIGHER EDUCATION,closed,445,62,15,17,10,237,5
AESTHETIC PLASTIC SURGERY,closed,1061,17,77,15,5,293,6
BRAZILIAN JOURNAL OF BOTANY,closed,478,1,9,0,0,10,0
PSIKHOLOGICHESKII ZHURNAL,closed,82,0,0,0,0,0,0
GENOME RESEARCH,closed,3,1,2,0,0,3,0
REVIEWS OF PHYSIOLOGY BIOCHEMISTRY AND PHARMACOLOGY,closed,41,3,2,1,0,18,0
INTERNATIONAL JOURNAL OF ELECTRONICS,closed,931,0,1,0,0,10,1
HUMAN ORGANIZATION,closed,193,1,0,0,2,6,1
MEASUREMENT,closed,3848,5,21,6,2,97,9
INTERNATIONAL JOURNAL OF MANAGEMENT REVIEWS,closed,122,2,30,7,2,113,1
STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,closed,949,0,2,1,2,144,0
HOME CULTURES,closed,79,0,4,1,2,18,0
PRESIDENTIAL STUDIES QUARTERLY,closed,65,3,2,7,0,52,0
PALLIATIVE & SUPPORTIVE CARE,closed,460,3,26,10,11,264,0
EUROPEAN PHYSICAL JOURNAL D,closed,1460,8,18,39,0,32,2
CALCULUS OF VARIATIONS AND PARTIAL DIFFERENTIAL EQUATIONS,closed,451,0,1,0,0,2,0
ANTI-CANCER AGENTS IN MEDICINAL CHEMISTRY,closed,941,0,9,4,2,109,4
REPORTS ON MATHEMATICAL PHYSICS,closed,161,0,1,0,0,2,0
MARINE MICROPALEONTOLOGY,closed,266,10,12,3,0,73,8
ESTUARINE COASTAL AND SHELF SCIENCE,closed,1938,72,119,37,35,977,9
MANAGING SERVICE QUALITY,closed,78,0,0,1,0,8,0
JOURNAL OF LOGICAL AND ALGEBRAIC METHODS IN PROGRAMMING,closed,124,0,0,0,0,6,1
URBAN HISTORY REVIEW-REVUE D HISTOIRE URBAINE,closed,5,1,0,0,0,5,0
AUSTRALASIAN EMERGENCY CARE,closed,7,1,1,0,0,4,0
AMERICAN JOURNAL OF CLINICAL NUTRITION,closed,200,35,107,58,8,190,4
SUPRAMOLECULAR CHEMISTRY,closed,682,0,17,0,0,66,1
ACCREDITATION AND QUALITY ASSURANCE,closed,306,2,2,2,0,15,0
CLINICAL GERONTOLOGIST,closed,178,1,14,6,4,44,0
MODERN PHILOLOGY,closed,183,0,4,0,0,15,2
