journal,items,total,blogs,facebook,news,policies,twitter,wikipedia
AUSTRALIAN JOURNAL OF FRENCH STUDIES,141,21,0,0,0,0,19,2
EUROINTERVENTION,1276,656,8,365,58,16,560,5
LITTERATURES,126,10,0,2,0,0,8,0
SOUTH-A SCHOLARLY JOURNAL,27,1,0,0,0,0,1,0
JOURNAL OF APPLIED PSYCHOLOGY,642,450,105,57,155,22,401,24
INTERNATIONAL JOURNAL OF SPEECH-LANGUAGE PATHOLOGY,404,320,18,56,11,12,314,5
CRITICAL STUDIES IN MEDIA COMMUNICATION,216,159,21,18,11,2,145,7
INTERNATIONAL HISTORY REVIEW,321,166,8,21,6,0,149,12
INTERNATIONAL JOURNAL OF COMPUTER-SUPPORTED COLLABORATIVE LEARNING,129,91,4,52,0,0,90,2
CLINICAL HEMORHEOLOGY AND MICROCIRCULATION,889,120,1,11,2,1,110,3
KARDIOLOGIA POLSKA,873,99,2,9,0,0,92,1
AMERICAN JOURNAL OF COMMUNITY PSYCHOLOGY,541,303,19,48,26,41,266,9
INDOOR AND BUILT ENVIRONMENT,637,121,4,4,6,16,110,2
POLITICAL RESEARCH QUARTERLY,479,408,149,57,101,11,388,23
NONLINEAR ANALYSIS-HYBRID SYSTEMS,352,14,0,1,0,0,14,0
JOURNAL OF MOLECULAR HISTOLOGY,427,271,5,7,1,1,266,2
HUMAN RESOURCE DEVELOPMENT QUARTERLY,124,75,3,6,3,2,73,0
GREAT PLAINS QUARTERLY,58,26,0,2,0,0,25,3
ARTIFICIAL INTELLIGENCE IN MEDICINE,392,211,8,13,8,3,200,8
NEUROIMAGE-CLINICAL,1571,1187,89,212,179,9,1112,21
BIOCHEMICAL GENETICS,382,89,3,14,4,0,75,9
SOUTH AFRICAN JOURNAL OF EDUCATION,190,7,0,0,1,1,5,0
GESCHICHTE UND GESELLSCHAFT,123,0,0,0,0,0,0,0
GENETIC TESTING AND MOLECULAR BIOMARKERS,987,247,16,27,21,4,221,5
GROWTH HORMONE & IGF RESEARCH,331,105,9,26,6,0,94,1
SEMINARS IN IMMUNOLOGY,373,248,13,26,15,2,234,18
JOURNAL OF MODERN OPTICS,1827,197,4,24,2,0,184,5
ERGODIC THEORY AND DYNAMICAL SYSTEMS,719,215,7,10,2,0,206,3
IEEE JOURNAL OF TRANSLATIONAL ENGINEERING IN HEALTH AND MEDICINE-JTEHM,121,30,2,6,4,0,27,0
INTERACTION STUDIES,157,29,0,3,4,0,24,2
PLANT BIOTECHNOLOGY REPORTS,297,30,4,4,3,2,17,3
AIR QUALITY ATMOSPHERE AND HEALTH,489,152,10,35,17,9,121,3
VETERINARY RESEARCH COMMUNICATIONS,232,94,4,16,2,0,87,0
CHINESE JOURNAL OF MECHANICAL ENGINEERING,981,11,0,2,0,0,10,0
ALGEBRA COLLOQUIUM,454,6,0,0,0,0,6,0
GEOGRAPHICAL ANALYSIS,152,56,1,3,1,2,53,1
SOUTHERN CULTURES,162,23,2,4,3,1,15,3
SOLVENT EXTRACTION RESEARCH AND DEVELOPMENT-JAPAN,114,0,0,0,0,0,0,0
SCIENCE SIGNALING,1182,1151,147,422,248,1,1143,53
IEEE TRANSACTIONS ON ELECTRON DEVICES,4683,271,44,14,19,0,200,13
JOURNAL OF COATINGS TECHNOLOGY AND RESEARCH,736,26,1,4,2,3,17,2
WORLD JOURNAL OF SURGERY,2787,1362,39,136,45,51,1287,30
EUROPEAN JOURNAL OF HEALTH ECONOMICS,602,493,34,250,33,52,466,5
HUMAN RIGHTS QUARTERLY,216,94,9,9,7,11,73,10
MOUVEMENT SOCIAL,36,2,0,1,0,0,1,0
MOLECULAR PAIN,606,322,11,55,7,0,306,3
CRIME MEDIA CULTURE,133,115,14,20,11,5,111,3
BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,418,244,8,28,11,0,227,24
SOCIAL NETWORKS,417,309,18,30,15,8,305,7
ENGINEERING FRACTURE MECHANICS,2244,63,1,8,4,1,50,3
SCANDINAVIAN JOURNAL OF HISTORY,195,42,2,6,1,0,36,6
JOURNAL OF APPLIED ELECTROCHEMISTRY,868,28,1,7,3,2,17,0
MOLECULAR SYSTEMS DESIGN & ENGINEERING,9,7,0,0,0,0,7,0
JOURNAL OF ETHNOBIOLOGY AND ETHNOMEDICINE,497,404,19,126,18,11,383,36
ISLAND ARC,214,29,0,6,0,0,23,6
GEDRAG & ORGANISATIE,5,0,0,0,0,0,0,0
GRANA,184,49,9,6,3,0,29,17
QUANTITATIVE INFRARED THERMOGRAPHY JOURNAL,116,8,0,0,1,0,7,0
JOURNALISM STUDIES,505,437,106,322,51,10,324,25
LATERALITY,299,161,15,15,28,0,154,3
MOLECULAR PLANT,801,429,33,76,59,1,392,20
EURASIAN JOURNAL OF EDUCATIONAL RESEARCH,35,1,0,1,0,0,0,0
JOURNAL OF MATHEMATICAL LOGIC,67,9,0,1,0,0,9,1
NONLINEAR PROCESSES IN GEOPHYSICS,441,182,7,6,3,2,169,3
SOCIOLOGICKY CASOPIS-CZECH SOCIOLOGICAL REVIEW,73,8,0,5,0,0,4,0
AMERICAN MIDLAND NATURALIST,244,110,5,26,2,2,106,3
HUMAN MUTATION,1265,873,39,180,97,15,812,75
GENOMICS PROTEOMICS & BIOINFORMATICS,52,36,3,2,0,0,35,1
FOOD REVIEWS INTERNATIONAL,158,35,2,3,0,1,30,3
FOOD MICROBIOLOGY,1384,651,79,73,36,12,583,19
POLYHEDRON,4471,2868,28,21,3,0,2860,8
ANNALS OF BEHAVIORAL MEDICINE,587,493,44,246,82,32,432,6
MNEMOSYNE,370,13,2,4,0,0,8,0
ORPHANET JOURNAL OF RARE DISEASES,1212,1078,63,311,74,12,1051,77
JOURNAL OF FOOT AND ANKLE RESEARCH,374,358,7,185,22,3,353,6
ADVANCES IN APPLIED MATHEMATICS AND MECHANICS,408,3,0,0,0,0,3,0
JOURNAL OF INFRASTRUCTURE SYSTEMS,371,38,4,1,4,5,32,2
JOURNAL OF NEUROTRAUMA,1726,890,93,170,151,10,828,7
PHYSICS LETTERS A,4227,2068,34,95,15,0,2023,21
VIRUS GENES,927,420,8,38,4,10,399,11
ANALOG INTEGRATED CIRCUITS AND SIGNAL PROCESSING,1524,31,0,3,0,0,28,1
LATOMUS,33,0,0,0,0,0,0,0
JOURNAL OF TEACHING IN PHYSICAL EDUCATION,242,27,0,5,1,2,19,0
DISASTER PREVENTION AND MANAGEMENT,290,110,3,8,7,15,93,2
CANADIAN JOURNAL OF OPHTHALMOLOGY-JOURNAL CANADIEN D OPHTALMOLOGIE,633,319,3,54,16,16,279,4
RETHINKING HISTORY,217,111,10,33,1,1,102,3
JOURNAL OF MEDIEVAL HISTORY,189,51,1,4,0,0,43,11
NATURE IMMUNOLOGY,900,850,154,317,323,7,812,88
GENERAL THORACIC AND CARDIOVASCULAR SURGERY,101,17,0,1,0,0,17,0
SCIENCE PROGRESS,74,73,5,69,1,0,73,2
IMMUNE NETWORK,175,70,3,4,2,0,67,3
JOURNAL OF NEUROSURGICAL SCIENCES,121,29,0,1,1,0,29,0
HEAD & NECK ONCOLOGY,37,6,1,2,0,0,4,0
EUROPEAN LAW JOURNAL,257,133,17,29,3,6,108,2
ASTRONOMISCHE NACHRICHTEN,950,396,83,35,11,0,369,16
PROGRESS IN DEVELOPMENT STUDIES,140,51,2,13,4,5,38,4
JOURNAL OF BIOLOGICAL EDUCATION,255,83,10,8,5,1,78,0
EMOTION SPACE AND SOCIETY,257,128,9,20,7,2,119,3
AUSTRALIAN JOURNAL OF POLITICAL SCIENCE,297,238,19,21,34,34,225,11
JOURNAL OF CANCER EDUCATION,886,367,12,53,17,18,334,1
MODERN PHYSICS LETTERS B,2615,115,4,14,5,0,104,2
JOURNAL OF MATHEMATICAL INEQUALITIES,570,7,0,0,0,1,6,0
LEXIKOS,2,0,0,0,0,0,0,0
PSYCH JOURNAL,40,16,0,1,0,0,16,0
WATER SCIENCE AND TECHNOLOGY-WATER SUPPLY,1147,53,3,4,3,5,40,2
JOURNAL OF STEROID BIOCHEMISTRY AND MOLECULAR BIOLOGY,1412,604,38,115,52,7,538,49
BIOLOGY OF REPRODUCTION,1690,1402,28,371,20,7,1384,21
JOURNAL OF FLUORINE CHEMISTRY,1502,82,3,9,2,0,65,7
CONTEMPORARY POLITICAL THEORY,127,55,4,23,0,0,49,2
JOURNAL OF PEST SCIENCE,599,135,10,22,10,3,112,7
INTERNATIONAL JOURNAL OF ACOUSTICS AND VIBRATION,156,0,0,0,0,0,0,0
INTERNATIONAL JOURNAL OF BIOCHEMISTRY & CELL BIOLOGY,1812,827,36,74,27,1,767,36
SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,1117,679,37,71,19,0,638,52
STATISTICS IN BIOPHARMACEUTICAL RESEARCH,247,44,6,4,0,0,34,2
ARCHAEOLOGICAL DIALOGUES,63,26,1,3,1,2,23,1
JAPANESE JOURNAL OF POLITICAL SCIENCE,199,102,1,7,2,2,98,3
PSYCHOLOGY HEALTH & MEDICINE,708,358,22,53,32,23,324,6
BIOMEDICINE & PHARMACOTHERAPY,4836,1540,35,151,82,3,1418,22
HISPANIC RESEARCH JOURNAL-IBERIAN AND LATIN AMERICAN STUDIES,217,32,0,9,0,0,25,0
GEOGRAFISKA ANNALER SERIES A-PHYSICAL GEOGRAPHY,214,68,4,12,1,2,58,7
AGING CLINICAL AND EXPERIMENTAL RESEARCH,976,399,17,68,42,6,352,4
NEURAL DEVELOPMENT,183,136,4,16,7,0,131,5
CROP BREEDING AND APPLIED BIOTECHNOLOGY,379,13,2,1,2,0,8,1
AUSTRALIAN ECONOMIC PAPERS,134,16,3,1,0,4,10,0
VALUE IN HEALTH,992,862,85,568,88,128,794,10
TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,1546,320,21,24,32,50,272,11
BIRD CONSERVATION INTERNATIONAL,297,261,17,155,20,5,252,20
CHEMOSENSORY PERCEPTION,136,71,8,18,13,0,67,0
JOURNAL OF WORLD PREHISTORY,66,45,8,15,5,0,40,4
ETHICAL THEORY AND MORAL PRACTICE,447,234,5,139,0,1,227,10
PUBLIC ADMINISTRATION AND DEVELOPMENT,180,75,5,10,6,15,57,5
PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,392,15,1,1,0,0,9,6
GENETICS,2213,1908,517,374,178,8,1832,107
PAN-PACIFIC ENTOMOLOGIST,116,30,14,2,0,1,12,3
RUSSELL-THE JOURNAL OF THE BERTRAND RUSSELL STUDIES,3,0,0,0,0,0,0,0
REPRESENTATION THEORY,95,12,0,0,0,0,12,0
TRAC-TRENDS IN ANALYTICAL CHEMISTRY,1337,445,11,77,45,7,395,14
MANAGEMENT AND ORGANIZATION REVIEW,190,97,2,4,2,1,94,2
OCEAN SCIENCE,522,341,98,22,14,5,266,6
JOURNAL OF INNATE IMMUNITY,373,204,6,29,7,0,190,7
AFRICAN JOURNAL OF PHARMACY AND PHARMACOLOGY,396,1,0,0,0,0,1,0
AFRICAN JOURNAL OF MICROBIOLOGY RESEARCH,918,3,0,1,0,0,2,0
B E JOURNAL OF ECONOMIC ANALYSIS & POLICY,396,54,18,3,11,7,31,3
JOURNAL OF WATERWAY PORT COASTAL AND OCEAN ENGINEERING,345,24,1,2,3,2,20,1
APPLIED SPATIAL ANALYSIS AND POLICY,163,117,4,7,2,3,114,0
OBESITY SURGERY,2401,1362,48,179,69,14,1302,11
LIMNOLOGY,196,126,1,5,0,0,124,2
EUKARYOTIC CELL,568,262,11,36,6,0,238,15
ADVANCES IN ANATOMIC PATHOLOGY,258,245,3,76,1,3,243,11
MEMORIAS DO INSTITUTO OSWALDO CRUZ,997,371,17,41,18,22,331,7
HISTORY OF GEO- AND SPACE SCIENCES,68,8,0,1,0,0,5,4
CLINICAL NURSING RESEARCH,257,191,1,16,7,5,187,2
LATIN AMERICAN PERSPECTIVES,421,261,4,78,11,1,235,14
MIND BRAIN AND EDUCATION,167,115,16,38,18,4,106,2
MINERAL PROCESSING AND EXTRACTIVE METALLURGY REVIEW,233,8,0,0,1,0,8,0
PARALLEL COMPUTING,391,50,1,2,2,0,43,6
JOURNAL OF WOUND OSTOMY AND CONTINENCE NURSING,483,172,2,56,9,1,138,3
BOTANICA SERBICA,25,0,0,0,0,0,0,0
JOURNAL OF THE INSTITUTE OF MATHEMATICS OF JUSSIEU,175,61,0,2,0,0,61,0
EARTH AND ENVIRONMENTAL SCIENCE TRANSACTIONS OF THE ROYAL SOCIETY OF EDINBURGH,139,84,11,10,6,3,50,55
INTERNATIONAL LABOR AND WORKING-CLASS HISTORY,160,43,0,5,2,1,37,5
JOURNAL OF CARBOHYDRATE CHEMISTRY,231,9,0,4,0,0,6,0
POLITISCHE VIERTELJAHRESSCHRIFT,97,19,0,1,1,0,18,0
BIOLOGY LETTERS,1583,1481,550,667,691,21,1434,193
ARCHIVES OF PATHOLOGY & LABORATORY MEDICINE,1229,809,126,460,48,18,749,23
NEUROPSYCHIATRIC DISEASE AND TREATMENT,1880,1727,77,1080,131,23,1675,44
COCHRANE DATABASE OF SYSTEMATIC REVIEWS,6198,5826,1829,3691,1172,697,5629,2201
JOURNAL OF RESEARCH ON ADOLESCENCE,452,324,66,116,41,16,309,10
REVIEW OF INTERNATIONAL STUDIES,325,254,27,53,14,8,241,6
KSII TRANSACTIONS ON INTERNET AND INFORMATION SYSTEMS,1914,5,0,0,0,0,5,0
VACCINES,81,69,2,6,4,1,69,2
JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY,369,335,39,37,7,18,325,18
NEW ZEALAND ENTOMOLOGIST,86,38,4,17,3,5,17,20
PHILIPPINE POLITICAL SCIENCE JOURNAL,78,35,0,33,0,1,16,1
JOURNAL OF POLICY AND PRACTICE IN INTELLECTUAL DISABILITIES,233,117,29,11,3,12,92,3
TRAFFIC,636,460,15,80,17,0,444,19
PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY,2852,1415,196,291,112,2,1208,195
INFECTION,828,354,14,38,21,28,313,7
JOURNAL OF MODERN DYNAMICS,143,16,2,1,0,0,15,2
Annual Review of Political Science,180,160,59,20,38,17,140,22
AMERICAN JOURNAL OF CRITICAL CARE,419,323,22,177,47,11,295,3
ENDOCRINE METABOLIC & IMMUNE DISORDERS-DRUG TARGETS,248,47,2,8,3,0,43,1
SILICON,635,27,0,3,5,0,22,0
MAGALLANIA,151,15,0,5,0,0,9,8
NATURE BIOTECHNOLOGY,731,728,470,501,485,75,728,168
JOURNAL OF EXPERIMENTAL & THEORETICAL ARTIFICIAL INTELLIGENCE,316,43,10,12,9,3,38,6
JOURNAL OF RELIGION & HEALTH,1067,490,45,86,46,6,443,26
LIPIDS IN HEALTH AND DISEASE,1475,687,40,182,72,2,634,14
EJNMMI RESEARCH,592,220,3,60,12,1,174,5
AMERICAN JOURNAL OF DRUG AND ALCOHOL ABUSE,508,330,33,71,45,29,304,9
INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY,789,466,23,47,7,0,447,10
EURASIAN GEOGRAPHY AND ECONOMICS,227,128,7,17,11,5,118,4
ADVANCES IN MARINE BIOLOGY,109,80,8,28,8,5,73,4
IMAGO MUNDI-THE INTERNATIONAL JOURNAL FOR THE HISTORY OF CARTOGRAPHY,102,20,3,1,0,1,14,2
LIFETIME DATA ANALYSIS,205,20,0,1,0,1,18,0
ARHIV ZA HIGIJENU RADA I TOKSIKOLOGIJU-ARCHIVES OF INDUSTRIAL HYGIENE AND TOXICOLOGY,321,63,2,12,2,3,53,5
INTERNATIONAL JOURNAL OF UROLOGY,1062,357,13,62,36,23,300,9
REVIEW OF ECONOMICS AND STATISTICS,554,369,112,31,69,133,306,22
AUSTRAL JOURNAL OF VETERINARY SCIENCES,17,0,0,0,0,0,0,0
LETTERS IN DRUG DESIGN & DISCOVERY,714,16,1,2,1,0,11,1
JOURNAL OF SERVICE RESEARCH,206,136,21,7,17,3,120,0
PROSTHETICS AND ORTHOTICS INTERNATIONAL,494,260,5,147,9,9,172,3
LITERARY IMAGINATION,138,24,0,3,0,0,22,0
NATURAL LANGUAGE ENGINEERING,185,55,5,2,1,0,53,1
ICHNOS-AN INTERNATIONAL JOURNAL FOR PLANT AND ANIMAL TRACES,168,79,8,20,6,0,67,10
ONKOLOGE,781,9,1,1,3,1,5,0
REVISTA DE ESTUDIOS HISPANICOS,172,18,0,4,0,0,13,2
PETROPHYSICS,58,1,0,0,0,0,0,1
QUINTESSENCE INTERNATIONAL,516,63,2,15,0,0,51,1
INFECTIOUS AGENTS AND CANCER,322,188,12,46,21,2,168,9
RESEARCH IN ENGINEERING DESIGN,160,14,1,3,1,0,12,0
SOCIAL WORK RESEARCH,161,75,21,6,6,2,62,0
CORROSION SCIENCE,3090,92,4,11,10,5,61,6
LEISURE SCIENCES,227,81,4,18,9,5,67,2
HEPATOLOGY,2484,1969,144,662,294,140,1833,55
BRITISH JOURNAL OF SOCIAL PSYCHOLOGY,328,301,58,43,43,6,297,7
PSYCHOLOGICAL REPORTS,833,445,25,234,25,5,276,10
CEMENT AND CONCRETE RESEARCH,1242,100,7,8,12,10,71,5
JOURNAL OF PETROLEUM SCIENCE AND ENGINEERING,3066,85,3,7,6,4,63,8
BRITISH JOURNAL OF NEUROSURGERY,1075,317,5,30,3,4,304,4
ARCHIVE FOR THE PSYCHOLOGY OF RELIGION-ARCHIV FUR RELIGIONSPSYCHOLOGIE,118,24,1,7,1,0,15,2
VOIX & IMAGES,221,3,0,2,0,0,2,1
PORTUGUESE ECONOMIC JOURNAL,65,22,0,1,0,0,22,0
JOURNAL OF SOUTHERN HEMISPHERE EARTH SYSTEMS SCIENCE,32,1,0,0,0,1,0,0
JOURNAL OF THE EUROPEAN OPTICAL SOCIETY-RAPID PUBLICATIONS,361,67,2,37,6,0,63,0
OPHTHALMIC SURGERY LASERS & IMAGING RETINA,906,571,2,51,30,5,551,1
JOURNAL OF THE AMERICAN HEART ASSOCIATION,3296,2696,233,1644,502,48,2610,49
JOURNAL OF NEUROSCIENCE,8989,7557,1227,1877,1494,45,7243,275
ANATOMICAL RECORD-ADVANCES IN INTEGRATIVE ANATOMY AND EVOLUTIONARY BIOLOGY,1266,604,73,275,45,0,449,66
MOLECULAR NUTRITION & FOOD RESEARCH,1621,1094,159,423,234,16,944,25
EUROPEAN JOURNAL OF PSYCHOLOGICAL ASSESSMENT,259,50,1,4,5,2,40,4
INTERNATIONAL JOURNAL OF AEROSPACE PSYCHOLOGY,14,6,3,0,1,1,4,0
COMPUTATIONAL AND THEORETICAL CHEMISTRY,2393,124,21,12,5,2,82,15
ISEGORIA,216,22,0,5,3,0,16,0
AMERICAN JOURNAL OF PHYSIOLOGY-GASTROINTESTINAL AND LIVER PHYSIOLOGY,1398,893,49,497,42,3,850,21
AMERICAN JOURNAL OF MATHEMATICS,280,24,2,0,0,0,21,4
JOURNAL OF THE INTERNATIONAL AIDS SOCIETY,754,710,23,510,77,44,682,15
MYCOPATHOLOGIA,797,348,10,28,7,1,324,14
JOURNAL OF JAPANESE STUDIES,52,17,0,3,0,0,15,1
BMC INFECTIOUS DISEASES,4562,3948,168,564,329,148,3860,44
CURRENT OPINION IN PSYCHIATRY,486,463,38,250,51,16,452,20
FLAVOUR AND FRAGRANCE JOURNAL,334,93,1,9,7,0,84,4
FARADAY DISCUSSIONS,1465,544,17,50,21,4,504,9
INVESTIGATIONAL NEW DRUGS,1052,306,9,30,15,10,251,26
STATISTICAL ANALYSIS AND DATA MINING,154,88,2,14,2,1,85,0
TRAVAIL GENRE ET SOCIETES,117,4,1,0,0,0,3,0
GENES,1356,1106,72,106,43,4,1099,33
B E JOURNAL OF MACROECONOMICS,205,13,4,0,1,3,9,1
IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,1449,314,6,23,3,1,297,6
ST PETERSBURG MATHEMATICAL JOURNAL,293,14,0,0,0,0,7,7
BULLETIN OF THE AUSTRALIAN MATHEMATICAL SOCIETY,789,80,1,2,0,0,76,1
NEUROSCIENCE LETTERS,5235,2151,93,262,282,13,1917,52
HEALTH INFORMATION AND LIBRARIES JOURNAL,218,204,9,20,3,6,203,3
GEODIVERSITAS,179,66,3,3,2,0,26,51
MINERVA ANESTESIOLOGICA,233,65,1,9,4,0,58,1
QJM-AN INTERNATIONAL JOURNAL OF MEDICINE,588,395,24,68,26,30,371,12
ILR REVIEW,290,173,18,15,42,48,135,10
JOURNAL OF MATHEMATICS AND MUSIC,72,16,1,2,2,0,15,0
PAIN,1955,1726,233,913,228,65,1665,32
METALLURGICAL AND MATERIALS TRANSACTIONS B-PROCESS METALLURGY AND MATERIALS PROCESSING SCIENCE,1789,41,1,16,4,1,22,4
PHYSICAL REVIEW D,23934,21415,1952,5292,386,0,20880,257
EKOLOJI,158,0,0,0,0,0,0,0
RUSSIAN JOURNAL OF INORGANIC CHEMISTRY,1836,10,0,1,0,0,2,7
SOTSIOLOGICHESKIE ISSLEDOVANIYA,300,0,0,0,0,0,0,0
JOURNAL OF CLINICAL APHERESIS,367,134,2,50,3,0,100,4
ANNALS OF THE ASSOCIATION OF AMERICAN GEOGRAPHERS,348,184,30,30,18,13,152,16
INTERNATIONAL JOURNAL FOR PARASITOLOGY-DRUGS AND DRUG RESISTANCE,268,193,4,23,5,3,187,9
CHINESE SOCIOLOGICAL REVIEW,101,24,1,2,6,3,19,2
GEOSCIENCES JOURNAL,416,14,2,1,1,0,9,4
INTERNATIONAL JOURNAL OF REMOTE SENSING,2842,290,15,55,18,20,226,9
NATURAL COMPUTING,342,54,1,8,1,0,51,2
JOURNAL OF THE AMERICAN ACADEMY OF AUDIOLOGY,492,201,2,30,5,16,178,7
DRUGS OF TODAY,410,108,4,8,7,1,95,8
GINEKOLOGIA POLSKA,351,51,0,11,3,1,43,1
RENAISSANCE AND REFORMATION,5,0,0,0,0,0,0,0
CHRONIC RESPIRATORY DISEASE,267,201,5,31,7,21,190,3
JOURNAL OF COMPUTER-MEDIATED COMMUNICATION,225,222,49,69,57,8,220,19
AMERICAN JOURNAL OF ORTHOPSYCHIATRY,447,212,36,28,23,25,179,7
COMPTES RENDUS MATHEMATIQUE,1376,124,0,8,1,0,118,2
JOURNAL OF LASER APPLICATIONS,546,119,3,4,2,1,115,2
FRONTIERS IN PLANT SCIENCE,8677,7854,303,1002,210,20,7761,130
JNT-JOURNAL OF NARRATIVE THEORY,62,4,0,0,0,0,4,0
REVIEW OF INCOME AND WEALTH,330,174,59,12,13,29,135,3
MICROBES AND INFECTION,729,716,28,72,10,5,716,10
JOURNAL OF MAMMALOGY,961,759,65,503,83,7,705,115
INTERNATIONAL JOURNAL OF SOCIAL RESEARCH METHODOLOGY,316,287,34,20,2,10,286,8
CHEMICAL RESEARCH IN TOXICOLOGY,1443,584,58,107,60,39,472,16
INTERNATIONAL REVIEWS OF IMMUNOLOGY,203,107,1,11,4,1,99,5
PATHOBIOLOGY,247,101,3,19,1,0,90,4
MIS QUARTERLY,256,14,1,0,0,3,3,9
MODERN LANGUAGE QUARTERLY,138,27,2,0,1,0,27,1
NEUROEPIDEMIOLOGY,385,196,34,32,37,14,163,8
INTERNATIONAL JOURNAL OF STRATEGIC PROPERTY MANAGEMENT,218,17,0,3,0,1,14,0
EARTH AND SPACE SCIENCE,74,37,13,4,8,0,35,3
BIRTH DEFECTS RESEARCH PART A-CLINICAL AND MOLECULAR TERATOLOGY,479,215,21,48,34,23,176,13
REFERENCE SERVICES REVIEW,21,8,1,0,0,0,8,0
PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY,599,276,15,75,15,25,231,6
FUNGAL BIOLOGY REVIEWS,94,51,3,14,0,1,49,3
HUMAN DIMENSIONS OF WILDLIFE,165,91,7,23,7,2,88,3
JOURNAL OF DRUG DELIVERY SCIENCE AND TECHNOLOGY,1027,73,4,8,2,0,65,1
UPSALA JOURNAL OF MEDICAL SCIENCES,280,108,4,11,8,6,101,2
TROPICAL ANIMAL HEALTH AND PRODUCTION,1728,504,19,41,9,29,450,7
JOURNAL OF NATURAL MEDICINES,671,254,4,26,10,1,236,5
DEVELOPMENTAL PSYCHOBIOLOGY,662,439,24,189,25,3,417,13
DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS-SERIES B,1209,38,1,3,0,0,37,1
MASS SPECTROMETRY REVIEWS,199,190,4,25,4,1,185,24
JOURNAL OF CLINICAL GASTROENTEROLOGY,1022,866,27,156,43,28,848,14
MINERALS ENGINEERING,1765,157,6,9,11,0,142,2
JOURNAL OF HUMANISTIC PSYCHOLOGY,186,109,15,25,3,2,98,3
ADVANCES IN HETEROCYCLIC CHEMISTRY,111,9,1,3,0,0,4,1
JOURNAL OF NEW MUSIC RESEARCH,176,63,3,10,4,0,57,5
DUTCH CROSSING-JOURNAL OF LOW COUNTRIES STUDIES,117,22,0,0,0,0,20,3
IMMUNOGENETICS,492,250,2,17,5,0,243,6
RUSSIAN HISTORY-HISTOIRE RUSSE,157,13,2,2,1,0,8,3
MINERVA PEDIATRICA,139,30,1,3,0,0,29,1
SKIN PHARMACOLOGY AND PHYSIOLOGY,270,94,10,18,18,1,84,4
JOURNAL OF KOREA TRADE,67,7,0,0,1,0,6,0
TECHNOVATION,307,157,5,11,4,11,144,5
TRENDS IN PHARMACOLOGICAL SCIENCES,498,448,34,153,42,8,433,45
ANALYTIC METHODS IN ACCIDENT RESEARCH,18,2,0,0,0,0,2,0
OPTICAL AND QUANTUM ELECTRONICS,2203,43,0,5,1,0,35,4
ITALIAN JOURNAL OF AGRONOMY,240,9,0,4,0,2,5,0
SCIENTIST,6,2,0,1,1,0,2,0
BRITISH JOURNAL OF PHARMACOLOGY,2685,1427,121,366,149,10,1300,96
IRANIAN JOURNAL OF ALLERGY ASTHMA AND IMMUNOLOGY,2,0,0,0,0,0,0,0
PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART D-JOURNAL OF AUTOMOBILE ENGINEERING,941,146,8,64,3,2,79,4
ZEITSCHRIFT FUR MEDIZINISCHE PHYSIK,207,20,0,1,0,2,19,0
JOURNAL OF NEUROLOGICAL SURGERY PART B-SKULL BASE,552,250,0,41,0,3,221,5
INTERNATIONAL BIODETERIORATION & BIODEGRADATION,1859,203,30,17,5,6,152,9
PLANT SIGNALING & BEHAVIOR,1086,316,14,27,15,0,293,20
INTERNATIONAL JOURNAL OF HERITAGE STUDIES,378,198,5,22,2,9,186,6
SYMMETRY-BASEL,1454,463,10,38,5,0,457,4
CULTURE MEDICINE AND PSYCHIATRY,226,197,144,26,11,2,139,9
JOURNAL OF PSYCHOPATHOLOGY AND BEHAVIORAL ASSESSMENT,425,183,27,21,8,3,155,4
DEVELOPMENTAL SCIENCE,703,633,103,241,164,14,627,15
EXPERT SYSTEMS,316,32,1,5,1,0,28,0
ENDOSCOPIC ULTRASOUND,269,27,0,6,0,3,18,0
AUK,495,485,141,301,119,1,480,53
GLOBAL STRATEGY JOURNAL,133,95,1,18,4,1,94,1
STUDIES IN RELIGION-SCIENCES RELIGIEUSES,182,40,1,6,3,0,35,4
RUSSIAN GEOLOGY AND GEOPHYSICS,882,32,5,2,1,0,22,4
PAEDIATRICS AND INTERNATIONAL CHILD HEALTH,349,147,5,26,7,23,120,4
INTERNATIONAL JOURNAL OF AUDIOLOGY,881,540,5,125,19,24,515,17
NORDIC JOURNAL OF PSYCHIATRY,564,294,16,39,12,8,276,5
HISTORY OF EUROPEAN IDEAS,397,129,4,28,3,0,113,7
LASER & PHOTONICS REVIEWS,544,325,17,254,54,1,130,8
JOURNAL OF NEUROSURGERY-SPINE,1425,775,11,491,135,19,678,8
ARABICA,155,28,2,10,0,0,24,0
