journal,journal_if,year
JOURNAL OF APICULTURAL SCIENCE,0.722,2016
ZEITSCHRIFT FUR PADAGOGISCHE PSYCHOLOGIE,0.722,2016
HIGH ENERGY CHEMISTRY,0.721,2016
JOURNAL OF SHELLFISH RESEARCH,0.721,2016
Journal of the Korean Astronomical Society,0.721,2016
Mycosphere,0.721,2016
POST-COMMUNIST ECONOMIES,0.721,2016
SBORNIK MATHEMATICS,0.721,2016
Bulletin of the Malaysian Mathematical Sciences Society,0.72,2016
EKONOMICKY CASOPIS,0.72,2016
German Economic Review,0.72,2016
JOURNAL OF EAST ASIAN LINGUISTICS,0.72,2016
SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL,0.72,2016
Chilean Journal of Agricultural Research,0.719,2016
European Journal of Inflammation,0.719,2016
TROPICAL BIOMEDICINE,0.719,2016
European Journal of Hospital Pharmacy-Science and Practice,0.718,2016
MACROECONOMIC DYNAMICS,0.718,2016
ODONATOLOGICA,0.718,2016
Ecological Chemistry and Engineering S-Chemia I Inzynieria Ekologiczna S,0.717,2016
REVISTA LATINOAMERICANA DE PSICOLOGIA,0.717,2016
Research in Gerontological Nursing,0.717,2016
Research in Gerontological Nursing,0.717,2016
Studies in Educational Evaluation,0.717,2016
Autex Research Journal,0.716,2016
MATHEMATICAL RESEARCH LETTERS,0.716,2016
MONATSHEFTE FUR MATHEMATIK,0.716,2016
OPTICS AND SPECTROSCOPY,0.716,2016
ZEITSCHRIFT FUR RHEUMATOLOGIE,0.716,2016
NORTH AMERICAN JOURNAL OF AQUACULTURE,0.715,2016
SOCIAL SCIENCE JOURNAL,0.715,2016
COLUMBIA JOURNAL OF TRANSNATIONAL LAW,0.714,2016
FORTSCHRITTE DER NEUROLOGIE PSYCHIATRIE,0.714,2016
JOURNAL OF ASIAN STUDIES,0.714,2016
Lex Localis-Journal of Local Self-Government,0.714,2016
MODERN CHINA,0.714,2016
ANNALS OF GLOBAL ANALYSIS AND GEOMETRY,0.713,2016
INTERNATIONAL JOURNAL OF GAME THEORY,0.713,2016
INTERNATIONAL JOURNAL OF GAME THEORY,0.713,2016
INTERNATIONAL JOURNAL OF VEHICLE DESIGN,0.713,2016
Journal of Magnetics,0.713,2016
MATERIALS TRANSACTIONS,0.713,2016
Drvna Industrija,0.712,2016
ECONOMIC RECORD,0.712,2016
REVISTA MEXICANA DE ASTRONOMIA Y ASTROFISICA,0.712,2016
Veterinaria Italiana,0.712,2016
COMPUTER JOURNAL,0.711,2016
DISCRETE DYNAMICS IN NATURE AND SOCIETY,0.711,2016
JOURNAL OF PSYCHOSOCIAL NURSING AND MENTAL HEALTH SERVICES,0.711,2016
JOURNAL OF PSYCHOSOCIAL NURSING AND MENTAL HEALTH SERVICES,0.711,2016
REVISTA BRASILEIRA DE ENTOMOLOGIA,0.711,2016
International Journal of Strategic Property Management,0.71,2016
Journal of Public Transportation,0.71,2016
Journal of the Mexican Chemical Society,0.71,2016
Prague Economic Papers,0.71,2016
Turkish Journal Of Medical Sciences,0.71,2016
BRAGANTIA,0.709,2016
SAUDI MEDICAL JOURNAL,0.709,2016
Archives of Environmental Protection,0.708,2016
JOURNAL OF DYNAMICAL AND CONTROL SYSTEMS,0.708,2016
Journal of Korean Neurosurgical Society,0.708,2016
Revista Latinoamericana de Investigacion en Matematica Educativa-RELIME,0.708,2016
AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK,0.707,2016
BULLETIN OF THE LONDON MATHEMATICAL SOCIETY,0.707,2016
Iranian Journal of Pediatrics,0.707,2016
JOURNAL OF THE AUDIO ENGINEERING SOCIETY,0.707,2016
Protection of Metals and Physical Chemistry of Surfaces,0.707,2016
Young,0.707,2016
Earthquake Engineering and Engineering Vibration,0.706,2016
Educational Assessment Evaluation and Accountability,0.706,2016
Journal of Modern Dynamics,0.706,2016
Transportation Letters-The International Journal of Transportation Research,0.706,2016
Transportation Letters-The International Journal of Transportation Research,0.706,2016
Archives of Control Sciences,0.705,2016
International Journal of Ad Hoc and Ubiquitous Computing,0.705,2016
Rocznik Ochrona Srodowiska,0.705,2016
Annual Reports in Medicinal Chemistry,0.704,2016
Human-Wildlife Interactions,0.704,2016
GENES & GENETIC SYSTEMS,0.703,2016
JAPANESE JOURNAL OF VETERINARY RESEARCH,0.703,2016
Macroheterocycles,0.703,2016
ACTA APPLICANDAE MATHEMATICAE,0.702,2016
PSYCHOLOGICAL RECORD,0.702,2016
REVISTA CHILENA DE HISTORIA NATURAL,0.702,2016
Crop Breeding and Applied Biotechnology,0.701,2016
Herpetological Conservation and Biology,0.701,2016
JOURNAL OF COMBINATORIAL DESIGNS,0.701,2016
AMERICAN SURGEON,0.7,2016
African Journal of Reproductive Health,0.7,2016
BIO-MEDICAL MATERIALS AND ENGINEERING,0.7,2016
BULLETIN OF THE GEOLOGICAL SOCIETY OF DENMARK,0.7,2016
CIVIL ENGINEERING AND ENVIRONMENTAL SYSTEMS,0.7,2016
COMPOST SCIENCE & UTILIZATION,0.7,2016
Development Policy Review,0.7,2016
Handchirurgie Mikrochirurgie Plastische Chirurgie,0.7,2016
Law and History Review,0.7,2016
ANNALES ZOOLOGICI,0.699,2016
Acta Geodynamica et Geomaterialia,0.699,2016
FOOD SCIENCE AND BIOTECHNOLOGY,0.699,2016
Journal of X-Ray Science and Technology,0.699,2016
SOCIOBIOLOGY,0.699,2016
Asian Journal of Technology Innovation,0.698,2016
Baltic Journal of Road and Bridge Engineering,0.698,2016
EQUINE VETERINARY EDUCATION,0.698,2016
Journal of Ovonic Research,0.698,2016
POLITICAL SCIENCE QUARTERLY,0.698,2016
THEORETICAL COMPUTER SCIENCE,0.698,2016
Crime Media Culture,0.697,2016
DEUTSCHE ENTOMOLOGISCHE ZEITSCHRIFT,0.697,2016
JOURNAL OF ENVIRONMENTAL BIOLOGY,0.697,2016
JOURNAL OF LIQUID CHROMATOGRAPHY & RELATED TECHNOLOGIES,0.697,2016
POLISH JOURNAL OF VETERINARY SCIENCES,0.697,2016
TRAVAIL HUMAIN,0.697,2016
TRAVAIL HUMAIN,0.697,2016
Workplace Health & Safety,0.697,2016
Workplace Health & Safety,0.697,2016
Israel Journal of Ecology & Evolution,0.696,2016
JOURNAL OF ENVIRONMENTAL AND ENGINEERING GEOPHYSICS,0.696,2016
JOURNAL OF UNIVERSAL COMPUTER SCIENCE,0.696,2016
Journal of Cellular Automata,0.696,2016
Journal of Rational-Emotive and Cognitive-Behavior Therapy,0.696,2016
Pakistan Journal of Medical Sciences,0.696,2016
THEORETICAL MEDICINE AND BIOETHICS,0.696,2016
Control Engineering and Applied Informatics,0.695,2016
European Journal of Teacher Education,0.695,2016
Filomat,0.695,2016
JOURNAL OF THE AMERICAN HELICOPTER SOCIETY,0.695,2016
MINERVA CARDIOANGIOLOGICA,0.695,2016
ANNALS OF REGIONAL SCIENCE,0.694,2016
Bauingenieur,0.694,2016
COMPUTER APPLICATIONS IN ENGINEERING EDUCATION,0.694,2016
ULTRASTRUCTURAL PATHOLOGY,0.694,2016
WILDERNESS & ENVIRONMENTAL MEDICINE,0.694,2016
RENDICONTI LINCEI-SCIENZE FISICHE E NATURALI,0.693,2016
Results in Mathematics,0.693,2016
Asian Studies Review,0.692,2016
EUROPEAN JOURNAL OF GYNAECOLOGICAL ONCOLOGY,0.692,2016
JOURNAL OF DEVELOPMENTAL AND PHYSICAL DISABILITIES,0.692,2016
Journal of Earthquake and Tsunami,0.692,2016
Journal of Logical and Algebraic Methods in Programming,0.692,2016
Landscape and Ecological Engineering,0.692,2016
MINERALS & METALLURGICAL PROCESSING,0.692,2016
Beton- und Stahlbetonbau,0.691,2016
AFRICAN JOURNAL OF ECOLOGY,0.69,2016
Interpretation-A Journal of Subsurface Characterization,0.69,2016
Journal of Family Studies,0.69,2016
PAKISTAN JOURNAL OF BOTANY,0.69,2016
Postepy Higieny I Medycyny Doswiadczalnej,0.69,2016
READING TEACHER,0.69,2016
RUSSIAN JOURNAL OF BIOORGANIC CHEMISTRY,0.69,2016
Revista Espanola de Salud Publica,0.69,2016
Revista de la Real Academia de Ciencias Exactas Fisicas y Naturales Serie A-Matematicas,0.69,2016
Social Theory & Health,0.69,2016
Argumentation,0.689,2016
CIENCIAS MARINAS,0.689,2016
DIPLOMATIC HISTORY,0.689,2016
JOURNAL OF HUMANISTIC PSYCHOLOGY,0.689,2016
Journal of Superhard Materials,0.689,2016
MEDICINE SCIENCE AND THE LAW,0.689,2016
MEDICINE SCIENCE AND THE LAW,0.689,2016
Melbourne University Law Review,0.689,2016
Visual Communication,0.689,2016
AUSTRALIAN JOURNAL OF POLITICAL SCIENCE,0.688,2016
CHINESE JOURNAL OF OCEANOLOGY AND LIMNOLOGY,0.688,2016
Contemporary Southeast Asia,0.688,2016
ECOSCIENCE,0.688,2016
ENVIRONMENTAL AND ECOLOGICAL STATISTICS,0.688,2016
JOURNAL OF ENGINEERING TECHNOLOGY,0.688,2016
Journal of Water Sanitation and Hygiene for Development,0.688,2016
Journal of the Society for Social Work and Research,0.688,2016
Problemy Ekorozwoju,0.688,2016
FUNDAMENTA INFORMATICAE,0.687,2016
Italian Journal of Agronomy,0.687,2016
JOURNAL AMERICAN WATER WORKS ASSOCIATION,0.687,2016
SPANISH JOURNAL OF AGRICULTURAL RESEARCH,0.687,2016
Dynamics of Partial Differential Equations,0.686,2016
Filosofija-Sociologija,0.686,2016
Journal of Water Reuse and Desalination,0.686,2016
Translator,0.686,2016
Turkish Journal of Hematology,0.686,2016
WOMENS STUDIES INTERNATIONAL FORUM,0.686,2016
COMMUNITY DEVELOPMENT JOURNAL,0.685,2016
HASTINGS LAW JOURNAL,0.685,2016
International Journal of Food Engineering,0.685,2016
Multilingua-Journal of Cross-Cultural and Interlanguage Communication,0.685,2016
SOUTH AFRICAN JOURNAL OF ECONOMICS,0.685,2016
EUROPEAN PHYSICAL JOURNAL-APPLIED PHYSICS,0.684,2016
Journal of Industrial Relations,0.684,2016
ADVANCES IN NURSING SCIENCE,0.683,2016
ADVANCES IN NURSING SCIENCE,0.683,2016
ANATOMIA HISTOLOGIA EMBRYOLOGIA,0.683,2016
European Journal of Paediatric Dentistry,0.683,2016
Horticulture Journal,0.683,2016
JOURNAL OF PSYCHOPHYSIOLOGY,0.683,2016
JOURNAL OF PSYCHOPHYSIOLOGY,0.683,2016
Journal of Theoretical and Applied Mechanics,0.683,2016
Central European Journal of Public Health,0.682,2016
Central European Journal of Public Health,0.682,2016
Open Mathematics,0.682,2016
PROGRESS IN REACTION KINETICS AND MECHANISM,0.682,2016
APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,0.681,2016
International Journal of Materials Research,0.681,2016
JOURNAL OF CONSCIOUSNESS STUDIES,0.681,2016
Journal of Fixed Point Theory and Applications,0.681,2016
PHYSICS OF PARTICLES AND NUCLEI,0.681,2016
WEED BIOLOGY AND MANAGEMENT,0.681,2016
PALEONTOLOGICAL RESEARCH,0.68,2016
SOCIOLOGICAL INQUIRY,0.68,2016
WOOD AND FIBER SCIENCE,0.68,2016
Willdenowia,0.68,2016
AUSTRALIAN & NEW ZEALAND JOURNAL OF STATISTICS,0.679,2016
CANADIAN PUBLIC POLICY-ANALYSE DE POLITIQUES,0.679,2016
Ethnicities,0.679,2016
JOURNAL OF VETERINARY MEDICAL EDUCATION,0.679,2016
Membrane Water Treatment,0.679,2016
PROCEEDINGS OF THE AMERICAN MATHEMATICAL SOCIETY,0.679,2016
JOURNAL OF EDUCATIONAL COMPUTING RESEARCH,0.678,2016
Journal of Thermal Science,0.678,2016
NEUROLOGIST,0.678,2016
SOUTH AFRICAN JOURNAL OF ANIMAL SCIENCE,0.678,2016
WATERBIRDS,0.678,2016
CHEMICAL JOURNAL OF CHINESE UNIVERSITIES-CHINESE,0.677,2016
FLUID DYNAMICS RESEARCH,0.677,2016
JOURNAL OF FUNCTIONAL PROGRAMMING,0.677,2016
Journal of Operational Risk,0.677,2016
SYSTEMIC PRACTICE AND ACTION RESEARCH,0.677,2016
EUROPEAN SOCIETIES,0.676,2016
International Relations of the Asia-Pacific,0.676,2016
JOURNAL OF GENDER STUDIES,0.676,2016
JOURNAL OF TEACHING IN PHYSICAL EDUCATION,0.676,2016
JOURNAL OF TEACHING IN PHYSICAL EDUCATION,0.676,2016
LINGUISTIC REVIEW,0.676,2016
OMEGA-JOURNAL OF DEATH AND DYING,0.676,2016
Research in Science & Technological Education,0.676,2016
SOCIAL HISTORY OF MEDICINE,0.676,2016
SOCIAL HISTORY OF MEDICINE,0.676,2016
AT-Automatisierungstechnik,0.675,2016
ERDE,0.675,2016
ERDE,0.675,2016
International Journal of Mental Health Promotion,0.675,2016
JOURNAL OF COMPUTER INFORMATION SYSTEMS,0.675,2016
Annals of Thoracic and Cardiovascular Surgery,0.674,2016
EDUCATIONAL GERONTOLOGY,0.674,2016
INTERNATIONAL JOURNAL OF ROBOTICS & AUTOMATION,0.674,2016
JOURNAL OF NUTRITIONAL SCIENCE AND VITAMINOLOGY,0.674,2016
Mobilization,0.674,2016
POWDER DIFFRACTION,0.674,2016
ACTA VIROLOGICA,0.673,2016
ANTHROPOLOGY & EDUCATION QUARTERLY,0.673,2016
ATMOSFERA,0.673,2016
Collectanea Mathematica,0.673,2016
ECONOMIC DEVELOPMENT QUARTERLY,0.673,2016
European Constitutional Law Review,0.673,2016
FISH PATHOLOGY,0.673,2016
International Journal of Coal Preparation and Utilization,0.673,2016
LEARNING AND MOTIVATION,0.673,2016
Stochastics-An International Journal of Probability and Stochastic Reports,0.673,2016
Arab Journal of Gastroenterology,0.672,2016
Ethics & International Affairs,0.672,2016
INTERNATIONAL JOURNAL OF MIDDLE EAST STUDIES,0.672,2016
Journal of Hospice & Palliative Nursing,0.672,2016
Journal of Hospice & Palliative Nursing,0.672,2016
Gastroenterology Nursing,0.671,2016
Gastroenterology Nursing,0.671,2016
JOURNAL OF CARBOHYDRATE CHEMISTRY,0.671,2016
ACTA ICHTHYOLOGICA ET PISCATORIA,0.67,2016
AFRICAN JOURNAL OF AQUATIC SCIENCE,0.67,2016
Building Services Engineering Research & Technology,0.67,2016
CMES-COMPUTER MODELING IN ENGINEERING & SCIENCES,0.67,2016
JOURNAL OF THE AMERICAN PODIATRIC MEDICAL ASSOCIATION,0.67,2016
Pigment & Resin Technology,0.67,2016
Romanian Journal of Morphology and Embryology,0.67,2016
Statistical Methodology,0.67,2016
LANGUAGE SCIENCES,0.669,2016
ACAROLOGIA,0.667,2016
APPLICABLE ALGEBRA IN ENGINEERING COMMUNICATION AND COMPUTING,0.667,2016
AUSTRALIAN JOURNAL OF EDUCATION,0.667,2016
Action Research,0.667,2016
BULLETIN OF THE HISTORY OF MEDICINE,0.667,2016
BULLETIN OF THE HISTORY OF MEDICINE,0.667,2016
Bratislava Medical Journal-Bratislavske Lekarske Listy,0.667,2016
COMMUNICATIONS IN ANALYSIS AND GEOMETRY,0.667,2016
CRIME LAW AND SOCIAL CHANGE,0.667,2016
EUROPEAN REVIEW OF APPLIED PSYCHOLOGY-REVUE EUROPEENNE DE PSYCHOLOGIE APPLIQUEE,0.667,2016
EXPOSITIONES MATHEMATICAE,0.667,2016
INNOVATIONS IN EDUCATION AND TEACHING INTERNATIONAL,0.667,2016
International Journal of Web Services Research,0.667,2016
JOURNAL OF THE HISTORY OF THE BEHAVIORAL SCIENCES,0.667,2016
Journal of Forest Research,0.667,2016
Laboratory Phonology,0.667,2016
MATHEMATIKA,0.667,2016
OCEAN DEVELOPMENT AND INTERNATIONAL LAW,0.667,2016
PACIFIC AFFAIRS,0.667,2016
PROCEEDINGS OF THE BIOLOGICAL SOCIETY OF WASHINGTON,0.667,2016
Planning Perspectives,0.667,2016
Review of Central and East European Law,0.667,2016
SEMINARS IN ROENTGENOLOGY,0.667,2016
SINGAPORE MEDICAL JOURNAL,0.667,2016
Topological Methods in Nonlinear Analysis,0.667,2016
Global NEST Journal,0.665,2016
Chemical Industry & Chemical Engineering Quarterly,0.664,2016
JOURNAL OF APPLIED STATISTICS,0.664,2016
JOURNAL OF FAMILY PRACTICE,0.664,2016
LC GC EUROPE,0.663,2016
CANADIAN JOURNAL OF STATISTICS-REVUE CANADIENNE DE STATISTIQUE,0.662,2016
INTERNATIONAL JOURNAL OF AGING & HUMAN DEVELOPMENT,0.662,2016
Psychiatry Psychology and Law,0.662,2016
REVIEW OF RADICAL POLITICAL ECONOMICS,0.662,2016
CRITICAL ASIAN STUDIES,0.661,2016
HAUTARZT,0.661,2016
Logical Methods in Computer Science,0.661,2016
MAMMAL STUDY,0.661,2016
POSITIVITY,0.661,2016
FOOD AND DRUG LAW JOURNAL,0.66,2016
FOOD AND DRUG LAW JOURNAL,0.66,2016
INDIAN JOURNAL OF PHARMACEUTICAL SCIENCES,0.66,2016
International Journal of Global Warming,0.66,2016
JOURNAL OF PSYCHOLINGUISTIC RESEARCH,0.66,2016
PLASTICS RUBBER AND COMPOSITES,0.66,2016
APPLIED BIOCHEMISTRY AND MICROBIOLOGY,0.659,2016
COMPARATIVE PARASITOLOGY,0.659,2016
Central European Journal of Operations Research,0.659,2016
ENVIRONMENT AND HISTORY,0.659,2016
SOCIOLOGY OF SPORT JOURNAL,0.659,2016
SOCIOLOGY OF SPORT JOURNAL,0.659,2016
BEHAVIOUR CHANGE,0.658,2016
Empirica,0.658,2016
English Language & Linguistics,0.658,2016
FORESTRY CHRONICLE,0.658,2016
JOURNAL OF POLYMER ENGINEERING,0.658,2016
JOURNAL OF WOMEN & AGING,0.658,2016
NEW GENERATION COMPUTING,0.657,2016
OPERATIONS RESEARCH LETTERS,0.657,2016
Oral Health & Preventive Dentistry,0.657,2016
JOURNAL OF THE AUSTRALIAN MATHEMATICAL SOCIETY,0.656,2016
LMS Journal of Computation and Mathematics,0.656,2016
Negotiation and Conflict Management Research,0.656,2016
GLASS AND CERAMICS,0.655,2016
HOMO-JOURNAL OF COMPARATIVE HUMAN BIOLOGY,0.655,2016
HUMOR-INTERNATIONAL JOURNAL OF HUMOR RESEARCH,0.655,2016
PETROLEUM SCIENCE AND TECHNOLOGY,0.655,2016
SOUTHEAST ASIAN JOURNAL OF TROPICAL MEDICINE AND PUBLIC HEALTH,0.655,2016
Zeitschrift fur Personalforschung,0.655,2016
AI COMMUNICATIONS,0.654,2016
Acta Herpetologica,0.654,2016
JOURNAL OF COLD REGIONS ENGINEERING,0.654,2016
NATIONAL TAX JOURNAL,0.653,2016
SOUTH AFRICAN JOURNAL OF CHEMISTRY-SUID-AFRIKAANSE TYDSKRIF VIR CHEMIE,0.653,2016
APPLIED ARTIFICIAL INTELLIGENCE,0.652,2016
Bollettino di Geofisica Teorica ed Applicata,0.652,2016
INTERNATIONAL DEVELOPMENT PLANNING REVIEW,0.652,2016
JOURNAL OF PURE AND APPLIED ALGEBRA,0.652,2016
ACTA AGRICULTURAE SCANDINAVICA SECTION B-SOIL AND PLANT SCIENCE,0.651,2016
ANTHROPOLOGISCHER ANZEIGER,0.651,2016
KLINISCHE MONATSBLATTER FUR AUGENHEILKUNDE,0.651,2016
Acta Botanica Brasilica,0.65,2016
Journal of Real Estate Research,0.65,2016
Malaysian Journal of Library & Information Science,0.65,2016
REVIEW OF INDUSTRIAL ORGANIZATION,0.65,2016
SCANDINAVIAN POLITICAL STUDIES,0.65,2016
AFRICA,0.649,2016
CONCEPTS IN MAGNETIC RESONANCE PART A,0.649,2016
European Journal of Taxonomy,0.649,2016
JOURNAL OF THE JAPAN PETROLEUM INSTITUTE,0.649,2016
Journal of Child Sexual Abuse,0.649,2016
Pakistan Journal of Pharmaceutical Sciences,0.649,2016
STUDIES IN NONLINEAR DYNAMICS AND ECONOMETRICS,0.649,2016
AMERICAN JOURNAL OF FORENSIC MEDICINE AND PATHOLOGY,0.648,2016
APPLIED ECONOMICS,0.648,2016
JOURNAL OF RUSSIAN LASER RESEARCH,0.648,2016
SCOTTISH JOURNAL OF POLITICAL ECONOMY,0.648,2016
ANNALS OF PURE AND APPLIED LOGIC,0.647,2016
Australian Academic & Research Libraries,0.647,2016
Foundations of Chemistry,0.647,2016
INTERNATIONAL JOURNAL OF ODONATOLOGY,0.647,2016
JOURNAL OF ANTHROPOLOGICAL RESEARCH,0.647,2016
JOURNAL OF ELECTRONIC TESTING-THEORY AND APPLICATIONS,0.647,2016
Journal of Integrative Neuroscience,0.647,2016
Pacific Economic Review,0.647,2016
Wilson Journal of Ornithology,0.647,2016
ACTA BIOTHEORETICA,0.646,2016
ADVANCES IN CEMENT RESEARCH,0.646,2016
AMERICAN STATISTICIAN,0.646,2016
CHIRURG,0.646,2016
JOURNAL OF APPLIED PROBABILITY,0.646,2016
JOURNAL OF CHEMICAL RESEARCH,0.646,2016
POLICING-AN INTERNATIONAL JOURNAL OF POLICE STRATEGIES & MANAGEMENT,0.646,2016
RENDICONTI DEL SEMINARIO MATEMATICO DELLA UNIVERSITA DI PADOVA,0.646,2016
Statistical Applications in Genetics and Molecular Biology,0.646,2016
Empirical Economics,0.645,2016
Journal of Human Capital,0.645,2016
THEORY OF COMPUTING SYSTEMS,0.645,2016
BRAZILIAN ARCHIVES OF BIOLOGY AND TECHNOLOGY,0.644,2016
INTELLIGENT AUTOMATION AND SOFT COMPUTING,0.644,2016
JOURNAL OF MORAL EDUCATION,0.644,2016
Russian Physics Journal,0.644,2016
Zemdirbyste-Agriculture,0.644,2016
Advances in Applied Clifford Algebras,0.643,2016
Advances in Mathematical Physics,0.643,2016
CESifo Economic Studies,0.643,2016
INTERNATIONAL LABOUR REVIEW,0.643,2016
SPACE POLICY,0.643,2016
ZEITSCHRIFT FUR ANALYSIS UND IHRE ANWENDUNGEN,0.643,2016
Brodogradnja,0.642,2016
Drewno,0.642,2016
International Journal of Osteopathic Medicine,0.642,2016
JOURNAL OF NEUROSCIENCE NURSING,0.642,2016
JOURNAL OF NEUROSCIENCE NURSING,0.642,2016
Journal of Nonlinear and Convex Analysis,0.642,2016
Rivista di Psichiatria,0.642,2016
Rivista di Psichiatria,0.642,2016
Zoologia,0.642,2016
HISTORY OF SCIENCE,0.641,2016
HISTORY OF SCIENCE,0.641,2016
HUMAN RIGHTS QUARTERLY,0.641,2016
INTERNATIONAL JOURNAL OF MANPOWER,0.641,2016
International Journal of Qualitative Methods,0.641,2016
JOURNAL OF COMPUTATIONAL MATHEMATICS,0.641,2016
Journal of Elementology,0.641,2016
OPTICA APPLICATA,0.641,2016
INTERNATIONAL JOURNAL OF PEST MANAGEMENT,0.64,2016
Malaysian Journal of Pathology,0.64,2016
Norsk Geografisk Tidsskrift-Norwegian Journal of Geography,0.64,2016
DISCRETE MATHEMATICS,0.639,2016
GENDER AND EDUCATION,0.639,2016
POLISH JOURNAL OF ECOLOGY,0.639,2016
Asian Journal of Communication,0.638,2016
BULLETIN DE LA SOCIETE MATHEMATIQUE DE FRANCE,0.638,2016
INDIAN JOURNAL OF PHARMACOLOGY,0.638,2016
JOURNAL OF PEDIATRIC ORTHOPAEDICS-PART B,0.638,2016
MEDICAL PROBLEMS OF PERFORMING ARTISTS,0.638,2016
ANNALES DE DERMATOLOGIE ET DE VENEREOLOGIE,0.637,2016
METRIKA,0.637,2016
AMERICAN MIDLAND NATURALIST,0.636,2016
International Finance,0.636,2016
POLISH POLAR RESEARCH,0.636,2016
RECORDS OF THE AUSTRALIAN MUSEUM,0.636,2016
SOUTH AFRICAN JOURNAL OF GEOLOGY,0.636,2016
African Health Sciences,0.635,2016
BALTIC FORESTRY,0.635,2016
BRITISH JOURNAL FOR THE HISTORY OF SCIENCE,0.635,2016
International Journal of Sensor Networks,0.635,2016
Journal of Environmental Engineering and Landscape Management,0.635,2016
Journal of the South African Veterinary Association,0.635,2016
MATHEMATICA SCANDINAVICA,0.635,2016
Earth Sciences Research Journal,0.634,2016
Fruits,0.634,2016
INTERNATIONAL POLYMER PROCESSING,0.634,2016
Materials Research-Ibero-american Journal of Materials,0.634,2016
Revista Latino-Americana de Enfermagem,0.634,2016
Revista Latino-Americana de Enfermagem,0.634,2016
Canadian Studies in Population,0.633,2016
Journal of Fish and Wildlife Management,0.633,2016
Journal of the History of the Neurosciences,0.633,2016
ACTA ENTOMOLOGICA MUSEI NATIONALIS PRAGAE,0.632,2016
ACTA GASTRO-ENTEROLOGICA BELGICA,0.632,2016
Analysis and Mathematical Physics,0.632,2016
CARBONATES AND EVAPORITES,0.632,2016
JOURNAL OF THEORETICAL POLITICS,0.632,2016
TECHNICAL PHYSICS,0.632,2016
ZOOSYSTEMA,0.632,2016
IEEE Latin America Transactions,0.631,2016
Mljekarstvo,0.631,2016
ZEITSCHRIFT FUR NATURFORSCHUNG SECTION B-A JOURNAL OF CHEMICAL SCIENCES,0.631,2016
Entrepreneurship Research Journal,0.63,2016
Ochrona Srodowiska,0.63,2016
SYMBOLIC INTERACTION,0.63,2016
AMERICAN JOURNAL OF PSYCHOLOGY,0.629,2016
Asian Population Studies,0.629,2016
JOURNAL OF CHEMICAL ENGINEERING OF JAPAN,0.629,2016
JOURNAL OF OBSTETRICS AND GYNAECOLOGY,0.629,2016
ORTHOPADE,0.629,2016
PSYCHOLOGICAL REPORTS,0.629,2016
WOOD RESEARCH,0.629,2016
BRITISH JOURNAL OF GUIDANCE & COUNSELLING,0.628,2016
CRYOLETTERS,0.628,2016
EASTERN MEDITERRANEAN HEALTH JOURNAL,0.628,2016
EASTERN MEDITERRANEAN HEALTH JOURNAL,0.628,2016
State Politics & Policy Quarterly,0.628,2016
VIRTUAL REALITY,0.628,2016
BIOCHEMISTRY AND MOLECULAR BIOLOGY EDUCATION,0.627,2016
Clinical Journal of Oncology Nursing,0.627,2016
Clinical Journal of Oncology Nursing,0.627,2016
Scientific Programming,0.627,2016
Algebraic and Geometric Topology,0.626,2016
FIBRES & TEXTILES IN EASTERN EUROPE,0.626,2016
PERCEPTUAL AND MOTOR SKILLS,0.626,2016
ALGEBRA UNIVERSALIS,0.625,2016
Acta Botanica Mexicana,0.625,2016
