journal,type,items,blogs,facebook,news,policies,twitter,wikipedia
SOZIALE WELT-ZEITSCHRIFT FUR SOZIALWISSENSCHAFTLICHE FORSCHUNG UND PRAXIS,closed,79,1,0,0,0,0,0
CESKA A SLOVENSKA NEUROLOGIE A NEUROCHIRURGIE,open,1,0,0,0,0,0,0
CURRENT OPINION IN CHEMICAL ENGINEERING,closed,338,2,4,2,0,60,2
JOURNAL OF OCCUPATIONAL AND ORGANIZATIONAL PSYCHOLOGY,closed,192,21,56,33,7,169,2
BRAIN RESEARCH BULLETIN,closed,949,16,44,51,0,314,10
PATTERN ANALYSIS AND APPLICATIONS,closed,386,0,2,0,0,15,0
IET CONTROL THEORY AND APPLICATIONS,closed,1876,0,1,2,0,39,0
AKTUELLE RHEUMATOLOGIE,closed,144,0,1,0,0,2,0
ASIAN JOURNAL OF WOMENS STUDIES,open,4,0,0,0,0,2,0
EXPERIMENTAL ECONOMICS,closed,94,4,1,2,1,38,1
CURRENT OPINION IN NEUROBIOLOGY,closed,532,25,36,21,6,418,21
OPTIMIZATION METHODS & SOFTWARE,closed,341,0,1,1,0,7,1
JOURNAL OF THE BRAZILIAN SOCIETY OF MECHANICAL SCIENCES AND ENGINEERING,open,90,0,0,0,0,7,0
SCIENCE TECHNOLOGY AND SOCIETY,open,14,2,2,0,1,11,0
FOLIA LINGUISTICA HISTORICA,closed,32,0,0,0,0,0,0
SEMINARS IN NEPHROLOGY,closed,274,10,21,5,0,105,5
STEM CELLS,closed,378,52,242,27,2,333,9
BIOCATALYSIS AND BIOTRANSFORMATION,closed,270,1,5,0,0,115,0
LASER PHYSICS LETTERS,closed,1646,2,6,10,0,25,2
MOLECULAR THERAPY-METHODS & CLINICAL DEVELOPMENT,open,366,14,31,23,0,223,5
RESEARCH IN VETERINARY SCIENCE,open,132,2,14,2,4,58,1
THEORETICAL LINGUISTICS,closed,23,1,1,0,0,0,0
SLAVIC AND EAST EUROPEAN JOURNAL,closed,22,0,0,0,0,0,0
JOURNAL OF MANAGED CARE & SPECIALTY PHARMACY,open,70,0,0,2,3,6,0
ANNALS OF WORK EXPOSURES AND HEALTH,open,84,3,2,7,8,65,0
PURE AND APPLIED GEOPHYSICS,open,235,4,4,3,0,56,2
EDUCATIONAL MANAGEMENT ADMINISTRATION & LEADERSHIP,open,25,0,0,0,3,15,0
POLISH JOURNAL OF VETERINARY SCIENCES,open,626,1,3,0,1,59,1
PSYCHIATRY PSYCHOLOGY AND LAW,closed,401,10,17,11,34,216,3
SYSTEM,closed,550,0,19,4,1,303,2
NORDIC JOURNAL OF BOTANY,open,12,4,11,0,0,10,0
INTERNATIONAL REVIEWS OF IMMUNOLOGY,open,26,1,3,0,0,13,2
STOCHASTICS AND DYNAMICS,open,125,0,1,0,0,28,1
LEARNED PUBLISHING,closed,115,36,11,2,15,103,4
SOCIAL JUSTICE RESEARCH,open,33,3,1,2,0,16,0
POPULATION STUDIES-A JOURNAL OF DEMOGRAPHY,open,73,7,17,10,4,56,1
GREECE & ROME,closed,163,0,2,0,0,6,4
AQUATIC BIOLOGY,closed,13,1,0,0,0,1,0
FOLIA MORPHOLOGICA,open,474,1,10,0,0,28,4
JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,open,18,1,1,1,0,5,1
RELIGIONS,open,1053,28,100,26,1,746,21
JOURNAL FOR THE STUDY OF THE HISTORICAL JESUS,closed,12,1,0,0,0,2,1
JOURNAL OF SUSTAINABLE AGRICULTURE,closed,39,0,3,1,5,5,0
STUDIES IN ENGLISH LITERATURE 1500-1900,closed,198,0,4,0,0,58,2
DIGESTIVE SURGERY,open,116,0,2,0,2,40,1
REVUE DE PNEUMOLOGIE CLINIQUE,closed,376,1,4,1,0,63,1
MANAGING SERVICE QUALITY,closed,78,0,0,1,0,8,0
ACTA PSYCHIATRICA SCANDINAVICA,closed,495,61,82,56,19,423,11
JOURNAL OF AGRARIAN CHANGE,closed,190,15,21,4,11,139,1
JOURNAL OF RADIOANALYTICAL AND NUCLEAR CHEMISTRY,closed,4629,11,18,8,11,101,10
ZYGOTE,closed,471,2,3,1,2,95,1
POLICY AND INTERNET,open,1,0,0,0,0,1,0
ADVANCES IN CALCULUS OF VARIATIONS,open,65,0,0,0,0,12,0
TEXTO & CONTEXTO ENFERMAGEM,open,100,0,6,0,0,10,0
INTERNATIONAL JOURNAL OF DATA WAREHOUSING AND MINING,open,7,0,0,0,0,3,0
KONA POWDER AND PARTICLE JOURNAL,open,46,0,0,0,0,1,0
SLEEP,closed,64,5,17,13,0,52,0
NEUROPHOTONICS,closed,23,0,1,0,0,6,0
MEDICAL ANTHROPOLOGY QUARTERLY,open,37,31,14,2,1,31,0
NUMERISCHE MATHEMATIK,open,296,0,0,0,1,50,3
INTERNATIONAL JOURNAL OF MOBILE COMMUNICATIONS,closed,215,0,0,1,0,1,0
MITIGATION AND ADAPTATION STRATEGIES FOR GLOBAL CHANGE,closed,348,56,41,7,32,99,1
DIGITAL INVESTIGATION,closed,218,2,11,6,3,88,4
CURRENT HIV RESEARCH,closed,278,1,1,3,5,34,0
ACTA CARDIOLOGICA,open,26,0,0,0,0,2,0
POLITICS AND RELIGION,open,28,3,3,1,0,18,0
IEEJ TRANSACTIONS ON ELECTRICAL AND ELECTRONIC ENGINEERING,open,26,0,2,0,0,0,0
EDUCATIONAL RESEARCH REVIEW,open,22,5,5,4,2,20,2
COGNITIVE SCIENCE,closed,271,20,40,20,1,215,5
INTERNATIONAL JOURNAL OF MENTAL HEALTH PROMOTION,open,14,3,2,1,1,7,1
JAVNOST-THE PUBLIC,open,25,1,3,1,0,15,0
INTERNATIONAL PHILOSOPHICAL QUARTERLY,closed,167,0,1,0,0,2,1
ACTA ANAESTHESIOLOGICA SCANDINAVICA,open,92,4,16,2,0,50,1
JOURNAL OF NUMBER THEORY,closed,776,2,5,0,0,28,7
IMAGING SCIENCE JOURNAL,closed,325,0,1,0,0,2,0
INTERNATIONAL JOURNAL OF IMMUNOPATHOLOGY AND PHARMACOLOGY,open,344,1,4,7,0,111,1
ACTIVE LEARNING IN HIGHER EDUCATION,open,18,0,1,1,0,15,2
SURGICAL PRACTICE,open,6,1,0,0,0,0,0
JOURNAL OF ZOO AND WILDLIFE MEDICINE,closed,975,10,61,13,1,243,10
EUROPEAN JOURNAL OF FINANCE,closed,282,1,1,2,1,27,0
REVIEWS IN CARDIOVASCULAR MEDICINE,open,4,0,0,0,0,2,0
INVERSE PROBLEMS AND IMAGING,closed,6,0,0,0,0,0,0
INTERNATIONAL JOURNAL OF LOWER EXTREMITY WOUNDS,open,10,0,2,1,0,6,0
DEVELOPMENTAL BIOLOGY,closed,448,19,59,4,2,364,7
Annual Review of Virology,closed,104,11,12,5,0,64,10
HELLENIC JOURNAL OF CARDIOLOGY,open,117,0,1,0,1,16,0
JOURNAL OF EXTRACELLULAR VESICLES,open,41,2,5,2,0,41,2
CURRENT DRUG TARGETS,open,84,0,0,1,0,4,0
URBAN GEOGRAPHY,closed,366,10,12,14,11,220,7
IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS,open,1484,2,15,5,2,306,7
APPLIED COGNITIVE PSYCHOLOGY,closed,530,67,38,53,10,304,17
EUROPEAN JOURNAL OF PERSONALITY,open,82,13,12,18,0,62,3
CHINESE JOURNAL OF CHEMISTRY,closed,1557,2,1,5,0,14,0
LINEAR ALGEBRA AND ITS APPLICATIONS,closed,1544,2,4,1,0,18,10
MOKUZAI GAKKAISHI,closed,4,0,0,0,0,0,0
SIAM JOURNAL ON FINANCIAL MATHEMATICS,open,156,0,0,0,0,22,0
MEDICAL LAW REVIEW,open,68,7,28,4,3,60,0
ANNALI DI MATEMATICA PURA ED APPLICATA,closed,311,0,0,0,0,3,0
INTERNATIONAL JOURNAL OF SELECTION AND ASSESSMENT,open,26,1,2,3,0,15,2
ASIA-PACIFIC JOURNAL OF CLINICAL ONCOLOGY,open,104,2,11,4,0,45,2
EUROPEAN JOURNAL OF TEACHER EDUCATION,closed,197,1,4,1,2,48,0
HEALTH RISK & SOCIETY,open,61,24,6,4,3,44,0
AMYOTROPHIC LATERAL SCLEROSIS,closed,78,0,7,2,8,14,1
SURGICAL ENDOSCOPY AND OTHER INTERVENTIONAL TECHNIQUES,open,475,5,113,14,10,298,6
CHEMBIOCHEM,open,599,20,331,42,1,506,16
GLIA,closed,692,22,120,76,1,469,14
EATING DISORDERS,closed,219,43,92,11,4,180,1
INTERNATIONAL COMMUNICATIONS IN HEAT AND MASS TRANSFER,open,105,0,1,0,0,7,0
AUSTRALIAN JOURNAL OF SOCIAL ISSUES,closed,149,2,0,11,34,29,1
INTERNATIONAL JOURNAL OF STROKE,open,219,10,41,8,12,132,2
JOURNAL OF EXPERIMENTAL BOTANY,closed,177,16,41,5,1,162,4
FISHERIES OCEANOGRAPHY,closed,252,13,17,9,9,101,2
CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY,closed,106,2,4,2,0,78,2
JOURNAL OF HYDRO-ENVIRONMENT RESEARCH,open,19,0,1,0,0,2,0
FUNDAMENTAL & CLINICAL PHARMACOLOGY,closed,471,6,25,35,6,112,7
INTERNATIONAL JOURNAL OF NUMERICAL MODELLING-ELECTRONIC NETWORKS DEVICES AND FIELDS,closed,472,0,2,2,0,17,1
HEALTH ECONOMICS,closed,535,162,202,47,39,449,10
PHYTOPATHOLOGY,open,93,2,10,4,2,54,0
OPHTHALMIC RESEARCH,open,89,2,3,4,2,34,0
ERWERBS-OBSTBAU,closed,186,0,1,0,0,4,0
PALLIATIVE MEDICINE,closed,440,37,381,34,61,438,7
INDIAN JOURNAL OF GENDER STUDIES,closed,132,3,23,1,0,25,5
IMA FUNGUS,open,159,4,6,3,0,61,21
ADVANCES IN PRODUCTION ENGINEERING & MANAGEMENT,open,134,0,0,0,0,0,0
CURRENT OPINION IN SUPPORTIVE AND PALLIATIVE CARE,closed,354,3,21,7,9,287,6
NEUROUROLOGY AND URODYNAMICS,open,193,5,67,7,5,133,2
CHILD NEUROPSYCHOLOGY,closed,274,32,22,6,7,113,5
AUSTRALIAN JOURNAL OF ZOOLOGY,closed,273,13,33,15,1,98,21
CHINESE JOURNAL OF INTERNATIONAL POLITICS,closed,60,2,12,4,1,41,1
AUSTRALASIAN PSYCHIATRY,open,49,2,5,2,2,28,1
COLLOID AND INTERFACE SCIENCE COMMUNICATIONS,open,3,0,0,0,0,2,0
MATERIALS TODAY COMMUNICATIONS,closed,57,0,0,0,0,2,0
JOURNAL OF MICROENCAPSULATION,closed,530,2,6,1,1,60,1
JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY,closed,328,25,46,35,32,224,12
TROPICAL MEDICINE & INTERNATIONAL HEALTH,open,859,17,161,40,120,566,8
GYNECOLOGIC ONCOLOGY,open,618,10,51,40,33,250,7
BIOTECHNOLOGY AND BIOENGINEERING,closed,1585,25,156,103,2,594,21
SOLID EARTH,open,513,19,75,3,2,320,4
TRANSLATIONAL VISION SCIENCE & TECHNOLOGY,open,452,7,34,13,2,211,3
JOURNAL OF UROLOGY,closed,2634,105,875,298,90,1940,31
REVIEW OF ECONOMIC DYNAMICS,open,182,5,3,3,19,34,2
CYTA-JOURNAL OF FOOD,open,380,1,14,4,1,34,2
ONLINE INFORMATION REVIEW,open,31,7,2,0,3,21,0
LIFE WRITING,open,26,1,4,0,0,8,1
PHARMACOGENOMICS,open,187,4,6,12,9,93,7
BIOMARKERS,open,80,0,3,1,5,30,0
NEUROLOGIC CLINICS,closed,322,11,16,15,0,123,12
JOURNAL OF CARDIAC FAILURE,closed,548,12,28,15,26,188,2
APPLIED PHYSICS B-LASERS AND OPTICS,closed,1899,1,5,4,0,27,3
CELLULAR & MOLECULAR IMMUNOLOGY,open,415,10,33,132,2,283,8
INTERNATIONAL JOURNAL OF DIGITAL EARTH,open,50,1,5,1,2,24,0
INTERNATIONAL JOURNAL OF APPLIED GLASS SCIENCE,closed,264,0,4,2,1,8,2
DIX-NEUF,open,13,1,0,0,0,5,0
CURRENT ISSUES IN MOLECULAR BIOLOGY,open,26,0,0,0,0,10,0
INFORMATION SYSTEMS AND E-BUSINESS MANAGEMENT,open,26,1,1,1,0,11,0
CIENCIA E INVESTIGACION AGRARIA,open,252,0,2,0,0,9,0
MARINE TECHNOLOGY SOCIETY JOURNAL,closed,292,1,5,1,3,12,3
MATERIALS SCIENCE,open,24,0,0,0,0,0,0
SOCIOLOGIE DU TRAVAIL,open,56,4,0,0,0,29,0
ANNALES DE LA SOCIETE ENTOMOLOGIQUE DE FRANCE,open,24,0,0,1,0,4,3
JOURNAL FOR THE THEORY OF SOCIAL BEHAVIOUR,closed,124,1,7,1,1,53,3
JOURNAL OF BUSINESS RESEARCH,closed,2385,32,82,70,21,511,31
PSYCHOLOGY RESEARCH AND BEHAVIOR MANAGEMENT,open,184,16,50,24,2,134,6
PATIENT EDUCATION AND COUNSELING,open,510,63,58,43,54,379,9
ETR&D-EDUCATIONAL TECHNOLOGY RESEARCH AND DEVELOPMENT,closed,330,2,172,2,5,250,4
EUROPEAN JOURNAL OF DEVELOPMENT RESEARCH,open,72,2,5,5,6,47,1
PHYSICS OF PLASMAS,open,1977,47,176,32,0,1049,9
AICHE JOURNAL,closed,2361,9,22,32,3,132,11
CLINICAL NEURORADIOLOGY,closed,263,0,3,2,0,28,0
DIVERSITY AND DISTRIBUTIONS,open,331,57,101,55,19,283,12
STUDIES IN HIGHER EDUCATION,closed,621,56,22,29,31,358,6
ST PETERSBURG MATHEMATICAL JOURNAL,closed,186,0,0,0,0,1,4
JOURNAL OF THE HISTORY OF BIOLOGY,open,21,3,5,1,0,18,4
DAIRY SCIENCE & TECHNOLOGY,closed,11,0,0,0,0,2,0
HISTORIA Y POLITICA,closed,3,0,0,0,0,1,0
JOURNAL OF COLLEGE STUDENT DEVELOPMENT,closed,337,8,20,7,6,77,4
REVIEWS IN MEDICAL VIROLOGY,open,53,4,8,2,2,34,6
JOURNAL OF MANUFACTURING SCIENCE AND ENGINEERING-TRANSACTIONS OF THE ASME,open,76,0,2,1,0,7,1
PSYCHOLOGICAL ASSESSMENT,open,258,7,11,7,5,104,6
OTJR-OCCUPATION PARTICIPATION AND HEALTH,open,21,1,6,0,0,11,1
DRYING TECHNOLOGY,closed,1239,3,5,4,0,27,1
COMPUTERIZED MEDICAL IMAGING AND GRAPHICS,closed,355,1,3,8,1,56,0
JOURNAL OF THE BRAZILIAN CHEMICAL SOCIETY,open,1786,0,916,2,1,70,2
CIRP JOURNAL OF MANUFACTURING SCIENCE AND TECHNOLOGY,closed,16,0,0,0,0,2,0
CHIRURGIA,open,102,0,0,0,0,11,0
MINERVA MEDICA,closed,15,0,3,3,0,6,0
CULTURA Y EDUCACION,open,16,0,0,0,0,5,0
ENT-EAR NOSE & THROAT JOURNAL,closed,112,0,1,0,0,3,1
BONE & JOINT JOURNAL,open,205,2,58,12,10,188,1
DENDROBIOLOGY,closed,8,0,0,0,0,0,0
EUROPEAN JOURNAL OF HORTICULTURAL SCIENCE,closed,128,0,101,0,0,6,0
IEEE TRANSACTIONS ON CLOUD COMPUTING,open,21,0,2,0,0,2,1
AUTOMATED SOFTWARE ENGINEERING,open,30,0,0,0,1,5,0
PEDIATRIC BLOOD & CANCER,open,737,18,79,36,22,499,12
JOURNAL OF THE EUROPEAN CERAMIC SOCIETY,closed,3244,3,14,10,1,80,6
PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-MUNICIPAL ENGINEER,closed,133,0,2,1,3,11,2
ADVANCES IN COMPUTERS,closed,143,0,2,1,0,13,0
JOURNAL OF APPLIED POULTRY RESEARCH,closed,67,0,0,0,0,2,0
JOURNAL OF INTERPERSONAL VIOLENCE,open,174,15,24,16,19,128,4
JOURNAL OF CONSTRUCTION ENGINEERING AND MANAGEMENT,closed,1019,4,12,8,9,65,3
INTERNATIONAL JOURNAL OF SCIENCE EDUCATION,open,122,4,9,4,3,72,2
NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,closed,1147,112,194,128,15,957,72
STEROIDS,open,134,6,12,5,0,44,10
INTERNAL MEDICINE,open,3629,13,103,34,18,575,10
COMPUTERS AND CONCRETE,closed,333,0,0,0,0,1,1
CAHIERS DU MONDE RUSSE,closed,11,0,0,0,0,0,0
INTERNATIONAL JOURNAL FOR THE SEMIOTICS OF LAW-REVUE INTERNATIONALE DE SEMIOTIQUE JURIDIQUE,closed,56,1,2,0,0,12,3
CRITICAL REVIEWS IN BIOMEDICAL ENGINEERING,closed,5,0,0,0,0,0,0
ECOLOGY,open,811,147,156,86,16,659,15
CLINICAL JOURNAL OF SPORT MEDICINE,closed,465,113,265,42,8,457,4
INTERNATIONAL JOURNAL OF PHYTOREMEDIATION,open,31,0,0,1,1,10,0
CRIME MEDIA CULTURE,closed,105,11,15,8,3,85,2
REVOLUTIONARY RUSSIA,closed,53,0,6,0,0,26,0
EARTH PLANETS AND SPACE,closed,12,0,0,0,0,2,0
JOURNAL OF PSYCHOSOMATIC RESEARCH,closed,847,124,95,44,19,471,10
ULTRASOUND QUARTERLY,closed,235,2,157,3,1,216,1
ONCOLOGY NURSING FORUM,open,102,0,13,6,3,52,0
ASIA EUROPE JOURNAL,open,28,2,4,1,2,12,0
BIOCHEMISTRY AND MOLECULAR BIOLOGY EDUCATION,open,239,8,14,9,1,136,5
JOURNAL OF CHEMICAL ECOLOGY,closed,713,26,43,15,2,340,21
INTERNATIONAL JOURNAL OF CLIMATOLOGY,open,810,146,92,40,53,359,14
WASTE MANAGEMENT & RESEARCH,closed,861,6,35,7,16,158,3
OSTEOPOROSIS INTERNATIONAL,open,547,19,117,55,21,407,9
HEPATOLOGY,closed,650,38,155,75,34,469,12
ANEMIA,open,70,0,6,0,1,20,2
DISABILITY AND REHABILITATION,closed,1755,32,201,29,47,928,10
NORWEGIAN ARCHAEOLOGICAL REVIEW,closed,46,1,6,1,0,18,2
EUROPEAN JOURNAL OF MEDICAL GENETICS,closed,759,6,51,5,3,283,19
VETERINARY RESEARCH COMMUNICATIONS,open,26,0,4,1,0,16,0
JOURNAL OF ETHNICITY IN SUBSTANCE ABUSE,open,28,0,5,1,0,15,0
CLIMATE CHANGE ECONOMICS,closed,16,1,0,1,2,6,0
JOURNAL OF FAMILY THEORY & REVIEW,open,43,3,14,3,2,30,1
CIRCULATION-ARRHYTHMIA AND ELECTROPHYSIOLOGY,closed,133,2,46,7,3,102,1
MEMORY,closed,542,34,30,36,3,262,15
JOURNAL OF THE TEXTILE INSTITUTE,open,40,0,1,0,0,3,0
TRAFFIC INJURY PREVENTION,closed,961,16,37,34,28,665,4
EARTH-SCIENCE REVIEWS,open,224,38,42,30,10,150,24
FEBS LETTERS,closed,964,39,36,13,4,401,26
CANCER GENE THERAPY,open,264,4,25,36,1,121,4
BIOLOGY & PHILOSOPHY,open,119,9,15,2,0,82,7
READING RESEARCH QUARTERLY,closed,116,4,10,5,2,53,1
INTERNATIONAL REGIONAL SCIENCE REVIEW,closed,111,1,4,0,5,32,0
SEWANEE REVIEW,closed,149,0,1,1,0,5,1
OPTICS AND SPECTROSCOPY,open,24,0,0,0,0,9,0
MINDS AND MACHINES,open,45,2,7,1,2,31,1
POTATO RESEARCH,open,34,0,2,2,1,7,0
UNIVERSITY OF PITTSBURGH LAW REVIEW,open,118,13,0,0,0,37,0
JOURNAL OF FOOD AND DRUG ANALYSIS,open,595,5,33,18,3,133,7
BULLETIN DU CANCER,open,17,0,2,0,0,11,0
QUALITATIVE RESEARCH,closed,208,7,22,0,4,156,1
FUTURE VIROLOGY,open,118,3,7,1,4,54,2
ADVANCED ENGINEERING INFORMATICS,closed,412,1,8,0,1,31,2
CENTRAL EUROPEAN JOURNAL OF CHEMISTRY,open,350,0,6,0,0,6,1
THEORETICAL ECONOMICS,open,224,3,1,1,2,12,3
NOUS,closed,181,6,43,0,0,67,3
GASTROENTEROLOGY,closed,1018,117,514,267,77,868,37
ENGLISH STUDIES,closed,330,1,10,0,0,49,5
CELL PROLIFERATION,open,88,1,4,4,0,43,0
ANNALES DE CARDIOLOGIE ET D ANGEIOLOGIE,open,2,0,0,0,0,0,0
LINGUISTIC REVIEW,open,28,0,0,0,0,6,0
JOURNAL OF ORAL SCIENCE,closed,10,0,0,0,0,2,0
FONTES ARTIS MUSICAE,closed,4,0,0,0,0,0,0
EUROPEAN JOURNAL OF ANAESTHESIOLOGY,closed,543,11,73,5,17,435,2
UROLOGE,open,13,0,0,1,0,2,0
WORK EMPLOYMENT AND SOCIETY,open,150,22,37,32,9,139,0
BIOTECHNOLOGY JOURNAL,closed,868,27,99,284,3,461,11
THIRD WORLD QUARTERLY,closed,679,31,94,34,31,416,14
HISTORICAL JOURNAL OF FILM RADIO AND TELEVISION,open,35,1,1,1,0,17,3
JOURNAL OF MASS SPECTROMETRY,open,110,2,22,3,0,91,1
NEGOTIATION JOURNAL,closed,179,33,3,3,1,44,1
CLINICAL ORAL INVESTIGATIONS,open,273,8,8,3,2,66,4
CURRENT OPINION IN ONCOLOGY,closed,481,7,35,7,7,335,9
REHABILITATION COUNSELING BULLETIN,closed,143,0,14,0,2,35,1
PUBLIC POLICY AND ADMINISTRATION,closed,66,2,3,0,4,49,0
INTERNATIONAL JOURNAL OF ACCOUNTING INFORMATION SYSTEMS,open,5,0,0,0,0,1,0
ZEITSCHRIFT FUR SPRACHWISSENSCHAFT,open,37,1,0,0,0,3,0
ENVIRONMENTAL SCIENCE-WATER RESEARCH & TECHNOLOGY,closed,299,5,25,9,3,144,0
ACCOUNTING FORUM,open,6,0,1,0,0,2,0
JOURNAL OF GASTRIC CANCER,open,137,0,1,0,0,14,0
NATURE COMMUNICATIONS,open,21224,6073,6158,8959,127,18405,1420
EXPERT REVIEWS IN MOLECULAR MEDICINE,open,43,1,4,4,0,20,3
ADVANCED ENERGY MATERIALS,open,454,42,37,65,0,155,9
MATHEMATICAL MODELLING OF NATURAL PHENOMENA,open,242,0,0,0,0,34,0
EIGHTEENTH-CENTURY MUSIC,open,10,0,0,0,0,2,1
MINE WATER AND THE ENVIRONMENT,closed,309,1,2,1,0,8,0
PLOS MEDICINE,open,1021,495,704,708,242,1018,76
MATHEMATICAL BIOSCIENCES,closed,660,3,14,5,2,172,3
CRITIQUE-STUDIES IN CONTEMPORARY FICTION,closed,266,1,6,1,0,44,8
TENSIDE SURFACTANTS DETERGENTS,closed,393,0,0,1,1,14,2
OCEAN MODELLING,closed,455,33,12,2,13,302,5
PHILOSOPHY COMPASS,open,8,0,0,0,0,7,0
JOURNAL OF ENGINEERED FIBERS AND FABRICS,open,1,0,0,0,0,0,0
ENVIRONMENTAL TOXICOLOGY AND PHARMACOLOGY,open,57,1,1,5,0,19,0
GLOBAL HEALTH PROMOTION,closed,200,3,16,1,14,151,0
CURRENT PROTEOMICS,open,5,0,0,0,0,1,0
LGBT HEALTH,closed,166,18,53,37,4,142,4
MICROBIOLOGICAL RESEARCH,closed,313,18,10,0,0,199,3
JARO-JOURNAL OF THE ASSOCIATION FOR RESEARCH IN OTOLARYNGOLOGY,closed,68,0,0,1,0,26,1
JOURNAL OF AUTOIMMUNITY,closed,528,21,57,28,4,323,17
POLITICAL STUDIES,open,125,22,28,8,5,121,5
PLANT BREEDING,closed,653,12,19,42,1,43,3
PHARMACOLOGICAL RESEARCH,closed,1256,42,127,55,5,557,34
SPE DRILLING & COMPLETION,closed,186,0,0,0,1,2,0
TECHNIQUES IN COLOPROCTOLOGY,open,91,0,5,1,5,64,0
ENTOMOLOGICAL NEWS,closed,228,2,5,1,0,51,4
JOURNAL OF MICROELECTROMECHANICAL SYSTEMS,closed,953,6,3,7,0,23,4
JOURNAL OF MOLECULAR CATALYSIS B-ENZYMATIC,open,76,0,0,0,0,8,0
JOURNAL OF CLINICAL PSYCHOLOGY IN MEDICAL SETTINGS,closed,209,14,23,3,2,90,4
REVISTA DE PSIQUIATRIA Y SALUD MENTAL,closed,140,0,9,1,0,74,2
STATISTICAL APPLICATIONS IN GENETICS AND MOLECULAR BIOLOGY,closed,136,3,1,0,0,37,0
ZEITSCHRIFT FUR ANGLISTIK UND AMERIKANISTIK,open,12,0,0,0,0,0,0
AUSTRIAN JOURNAL OF EARTH SCIENCES,open,72,0,1,0,0,1,1
JOURNAL OF NEUROLOGICAL SCIENCES-TURKISH,closed,4,0,0,0,0,0,0
ARCHAEOLOGICAL REPORTS-LONDON,open,1,0,0,0,0,0,0
JOURNAL OF PERINATAL MEDICINE,open,128,4,11,3,0,35,2
BRITISH JOURNAL OF LEARNING DISABILITIES,closed,242,23,13,1,17,126,2
CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,closed,765,33,247,36,25,414,12
JOURNAL OF WILDLIFE DISEASES,open,185,3,18,9,7,66,6
ANNALS OF EMERGENCY MEDICINE,closed,685,325,313,180,46,616,30
EBIOMEDICINE,open,514,47,52,88,2,400,7
TWENTIETH CENTURY BRITISH HISTORY,open,44,3,5,1,0,37,4
INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,open,124,12,14,16,7,74,5
SOUTH AFRICAN JOURNAL OF ENOLOGY AND VITICULTURE,open,45,0,0,0,0,0,1
EUROPEAN JOURNAL OF LAW AND ECONOMICS,open,95,1,3,2,4,20,1
NORTH AMERICAN JOURNAL OF FISHERIES MANAGEMENT,open,30,0,6,1,1,11,1
TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY,open,46,4,9,5,2,21,0
PERSONAL AND UBIQUITOUS COMPUTING,open,151,1,76,0,2,111,4
NATURE MEDICINE,open,705,330,605,480,20,695,109
JOURNAL OF GEOMETRIC ANALYSIS,closed,292,0,0,0,0,4,1
ACM TRANSACTIONS ON ALGORITHMS,closed,132,0,0,0,0,4,3
PHYSICS ESSAYS,closed,122,1,3,0,0,5,2
INTERNATIONAL REVIEW OF SPORT AND EXERCISE PSYCHOLOGY,open,25,2,7,4,2,21,0
LANGUAGE POLICY,open,27,1,21,1,0,24,2
JOURNAL FOR EAST EUROPEAN MANAGEMENT STUDIES,open,2,0,0,0,0,0,0
CURRENT OBESITY REPORTS,closed,22,3,7,4,0,18,0
MANAGERIAL AND DECISION ECONOMICS,closed,24,0,0,0,0,0,0
JOURNAL OF PALEONTOLOGY,open,125,19,20,11,0,67,73
CURRENT OPINION IN PHARMACOLOGY,closed,556,26,62,12,2,327,5
NORTH KOREAN REVIEW,open,1,0,0,0,0,0,0
COLD REGIONS SCIENCE AND TECHNOLOGY,open,99,2,2,1,1,22,1
POWDER DIFFRACTION,closed,442,0,4,1,0,15,2
Annual Review of Analytical Chemistry,open,29,2,2,1,0,11,1
ORGANIZATIONAL RESEARCH METHODS,closed,146,12,13,4,4,119,3
AMERICAN ANTIQUITY,closed,244,5,15,8,0,33,4
SCIENCE CHINA-MATHEMATICS,closed,846,0,1,0,0,4,0
SEX EDUCATION-SEXUALITY SOCIETY AND LEARNING,closed,299,32,23,27,14,131,8
RESEARCH IN PHENOMENOLOGY,open,4,0,0,0,0,0,0
BRITISH JOURNAL OF RELIGIOUS EDUCATION,open,21,0,0,2,1,4,1
COMMUNICATIONS IN ANALYSIS AND GEOMETRY,open,107,0,0,0,0,7,0
FOOD STRUCTURE-NETHERLANDS,closed,52,0,3,1,0,7,0
MIDWEST STUDIES IN PHILOSOPHY,open,3,0,0,0,0,2,0
JOURNAL OF PETROLEUM SCIENCE AND ENGINEERING,closed,2904,3,7,5,3,52,6
AUSTRALIAN JOURNAL OF LINGUISTICS,closed,131,2,3,5,2,28,4
NEUROPSYCHIATRY,open,17,3,3,1,3,10,1
JOURNAL OF BROADCASTING & ELECTRONIC MEDIA,open,16,3,2,1,0,12,4
PARALLAX,open,24,0,2,0,0,9,1
